yr,mo,dy,date,st,mag,inj,fat,slat,slon,elat,elon,len,wid
2003,4,24,4/24/2003,MS,0,0,0,31.27,-88.93,31.27,-88.93,0.1,20
2003,4,24,4/24/2003,MS,0,0,0,31.17,-88.77,31.17,-88.77,0.1,20
2003,4,24,4/24/2003,MS,0,0,0,32.7,-89.72,32.7,-89.72,0.3,25
2003,4,24,4/24/2003,MS,1,0,0,32.63,-88.65,32.68,-88.58,6,50
2003,4,24,4/24/2003,MS,3,6,0,32.25,-90,32.35,-89.85,12,600
2003,5,5,5/5/2003,MS,0,0,0,34.95,-89.52,34.95,-89.52,1,100
2003,5,5,5/5/2003,MS,0,0,0,34.92,-89.32,34.92,-89.32,0.5,50
2003,5,5,5/5/2003,MS,0,0,0,34.95,-88.88,34.95,-88.88,0.5,50
2003,5,5,5/5/2003,MS,0,0,0,34.93,-88.52,34.93,-88.52,0.5,50
2003,5,5,5/5/2003,MS,0,0,0,33.82,-90.53,33.82,-90.53,0.3,30
2003,5,6,5/6/2003,MS,0,0,0,32.52,-90.32,32.53,-90.32,1,30
2003,5,6,5/6/2003,MS,2,2,0,34.32,-88.55,34.33,-88.53,1,100
2003,5,7,5/7/2003,MS,0,0,0,32.37,-89.4,32.37,-89.4,0.3,30
2003,5,7,5/7/2003,MS,0,0,0,32.33,-88.93,32.33,-88.93,0.5,30
2003,5,7,5/7/2003,MS,2,6,0,33.95,-88.93,33.87,-88.5,27.5,440
2003,5,17,5/17/2003,MS,0,0,0,31.6,-90.45,31.6,-90.45,0.2,25
2003,5,17,5/17/2003,MS,0,0,0,32.65,-88.5,32.65,-88.5,0.3,25
2003,5,17,5/17/2003,MS,0,0,0,31.67,-88.65,31.67,-88.65,0.1,20
2003,5,17,5/17/2003,MS,1,0,0,31.5,-89.28,31.5,-89.28,1,75
2003,5,17,5/17/2003,MS,1,0,0,31.88,-88.95,31.97,-88.78,12,75
2003,6,2,6/2/2003,MS,0,0,0,33.75,-90.73,33.75,-90.73,0.3,50
2003,6,30,6/30/2003,MS,0,0,0,30.28,-89.38,30.28,-89.38,0.2,30
2003,8,12,8/12/2003,MS,0,0,0,30.28,-89.3,30.32,-89.33,0.2,20
2003,11,18,11/18/2003,MS,0,0,0,32.33,-88.83,32.33,-88.83,0.2,50
2003,11,18,11/18/2003,MS,1,0,0,32.55,-91.05,32.63,-90.98,5,150
2003,11,18,11/18/2003,MS,1,0,0,32.97,-90.82,32.97,-90.82,0.5,150
2003,11,18,11/18/2003,MS,1,2,0,31.82,-89.8,32.03,-89.48,23.5,220
2003,11,27,11/27/2003,MS,0,0,0,31.5,-89.57,31.53,-89.5,4.5,100
2003,11,27,11/27/2003,MS,1,0,0,31.47,-89.8,31.45,-89.75,2,400
2003,11,27,11/27/2003,MS,1,0,0,31.6,-89.37,31.6,-89.32,3,200
2004,2,5,2/5/2004,MS,1,0,0,32.23,-89.13,32.28,-89.02,8,200
2004,2,5,2/5/2004,MS,1,0,0,32.52,-88.87,32.53,-88.85,1.5,100
2004,2,5,2/5/2004,MS,2,0,0,31.98,-90.1,32.08,-89.97,10,300
2004,3,5,3/5/2004,MS,0,0,0,33.18,-89.83,33.18,-89.83,0.2,50
2004,4,29,4/29/2004,MS,0,0,0,32.13,-90.77,32.13,-90.77,0.3,50
2004,4,29,4/29/2004,MS,0,0,0,32.88,-90.42,32.88,-90.42,0.2,25
2004,5,1,5/1/2004,MS,1,0,0,31.6,-89.82,31.6,-89.65,9,300
2004,5,1,5/1/2004,MS,1,0,0,31.67,-89.67,31.67,-89.67,0.7,75
2004,5,1,5/1/2004,MS,1,0,0,31.33,-90.25,31.42,-90.08,9,100
2004,5,1,5/1/2004,MS,1,0,0,31.55,-89.92,31.58,-89.83,6,100
2004,5,29,5/29/2004,MS,0,0,0,33.7,-90.35,33.7,-90.27,2,50
2004,5,30,5/30/2004,MS,1,0,0,34.95,-88.93,34.95,-88.93,0.2,75
2004,6,3,6/3/2004,MS,0,0,0,33.97,-90.38,33.97,-90.38,0.3,25
2004,6,22,6/22/2004,MS,0,0,0,30.52,-89.43,30.52,-89.43,0.1,20
2004,10,18,10/18/2004,MS,0,0,0,33.67,-88.58,33.67,-88.57,1,75
2004,10,19,10/19/2004,MS,0,0,0,30.95,-88.58,30.95,-88.58,0.1,20
2004,10,19,10/19/2004,MS,0,0,0,34.37,-88.7,34.37,-88.7,0.1,25
2004,10,23,10/23/2004,MS,0,0,0,33.03,-90.18,33.03,-90.12,3,40
2004,10,23,10/23/2004,MS,1,0,0,34.7,-89.58,34.72,-89.55,3,75
2004,11,23,11/23/2004,MS,0,0,0,32.27,-90.78,32.27,-90.78,1,75
2004,11,23,11/23/2004,MS,3,0,0,31.72,-91.2,31.85,-90.95,18,600
2004,11,24,11/24/2004,MS,0,0,0,32.07,-90.6,32.07,-90.62,1,30
2004,11,24,11/24/2004,MS,0,0,0,32.48,-90.17,32.53,-90.13,6,40
2004,11,24,11/24/2004,MS,0,0,0,30.85,-89.13,30.85,-89.13,0.3,30
2004,11,24,11/24/2004,MS,0,0,0,31.03,-89.03,31.03,-89.03,0.2,30
2004,11,24,11/24/2004,MS,0,0,0,31.3,-88.75,31.3,-88.75,0.3,30
2004,11,24,11/24/2004,MS,0,0,0,31.43,-88.48,31.43,-88.48,0.2,30
2004,11,24,11/24/2004,MS,0,0,0,30.73,-88.95,30.73,-88.95,0.2,30
2004,11,24,11/24/2004,MS,1,0,0,31.37,-90.08,31.43,-90,7,75
2004,11,24,11/24/2004,MS,1,0,0,32.65,-89.4,32.68,-89.38,3,75
2004,11,24,11/24/2004,MS,1,0,0,32.9,-89.08,32.92,-89.02,4,100
2004,11,24,11/24/2004,MS,1,0,0,32.28,-89.02,32.33,-88.73,12,300
2004,11,24,11/24/2004,MS,1,0,0,33.05,-88.7,33.08,-88.43,7.5,200
2004,11,24,11/24/2004,MS,1,0,0,31.37,-90.38,31.35,-90.35,3,150
2004,11,24,11/24/2004,MS,1,0,0,33.17,-88.33,33.22,-88.28,5,100
2004,11,24,11/24/2004,MS,2,0,0,31.75,-90.12,31.92,-89.73,28,200
2004,11,24,11/24/2004,MS,2,0,0,32.6,-89.75,32.67,-89.6,10.5,400
2004,11,24,11/24/2004,MS,2,4,0,32.02,-89.53,32.27,-88.95,38,600
2004,11,24,11/24/2004,MS,2,0,0,30.43,-89.08,30.43,-89.08,1.5,50
2004,11,24,11/24/2004,MS,3,2,1,32.92,-89,33.05,-88.72,21,600
2004,12,7,12/7/2004,MS,0,0,0,33.32,-88.93,33.32,-88.93,0.2,40
2004,12,7,12/7/2004,MS,0,0,0,32.33,-89.98,32.33,-89.98,0.5,100
2004,12,7,12/7/2004,MS,0,0,0,33.03,-89.43,33.02,-89.35,4,50
2004,12,7,12/7/2004,MS,0,0,0,33.35,-88.9,33.4,-88.88,1.2,50
2004,12,7,12/7/2004,MS,0,0,0,32.33,-89.9,32.33,-89.9,0.7,100
2004,12,7,12/7/2004,MS,1,0,0,33.65,-90.17,33.67,-90.15,2,70
2004,12,7,12/7/2004,MS,1,0,0,33.38,-89.68,33.43,-89.58,7.2,150
2004,12,7,12/7/2004,MS,1,0,0,34.07,-88.73,34.07,-88.73,0.8,25
2004,12,7,12/7/2004,MS,2,0,0,32.13,-90.92,32.3,-90.53,26,400
2004,12,7,12/7/2004,MS,2,0,0,34.07,-89,34.07,-89,1,100
2004,12,7,12/7/2004,MS,2,0,0,33.53,-88.35,33.65,-88.18,8,200
2004,12,9,12/9/2004,MS,0,0,0,32.7,-88.73,32.7,-88.73,0.2,50
2004,12,9,12/9/2004,MS,0,0,0,32.75,-88.67,32.75,-88.67,0.2,50
2004,12,9,12/9/2004,MS,1,0,0,32.03,-89.62,32.28,-89.38,19,300
2005,1,7,1/7/2005,MS,0,0,0,31.05,-90.23,31.05,-90.23,0.2,20
2005,1,7,1/7/2005,MS,1,0,0,32.37,-90.22,32.37,-90.22,0.6,100
2005,1,7,1/7/2005,MS,1,0,0,31.4,-90.4,31.4,-90.37,2,200
2005,1,7,1/7/2005,MS,1,0,0,31.23,-89.32,31.23,-89.32,2,100
2005,1,7,1/7/2005,MS,2,0,0,31.18,-89.45,31.2,-89.42,3,300
2005,1,13,1/13/2005,MS,0,0,0,30.53,-89.68,30.53,-89.68,0.1,20
2005,1,13,1/13/2005,MS,1,0,0,33.93,-88.48,33.93,-88.48,0.4,40
2005,3,22,3/22/2005,MS,0,0,0,31.42,-90.4,31.42,-90.38,1,50
2005,3,22,3/22/2005,MS,0,0,0,34.97,-89.82,34.97,-89.82,1,75
2005,3,22,3/22/2005,MS,1,0,0,31.57,-89.35,31.58,-89.32,5,100
2005,3,22,3/22/2005,MS,1,1,0,34.97,-89.82,34.97,-89.82,0.1,50
2005,3,26,3/26/2005,MS,1,0,0,31.68,-91.4,31.7,-91.3,8,75
2005,3,26,3/26/2005,MS,1,0,0,31.68,-91.35,31.7,-91.23,8,75
2005,3,26,3/26/2005,MS,1,0,0,31.75,-90.97,31.78,-90.85,8,75
2005,3,26,3/26/2005,MS,1,0,0,31.78,-90.85,31.78,-90.82,2,75
2005,3,26,3/26/2005,MS,1,0,0,31.78,-90.75,31.82,-90.7,4.5,75
2005,3,26,3/26/2005,MS,1,0,0,31.75,-89.93,31.77,-89.92,2,75
2005,4,6,4/6/2005,MS,0,0,0,32.57,-89.97,32.58,-89.95,2.5,30
2005,4,6,4/6/2005,MS,0,0,0,31.4,-90.33,31.42,-90.33,0.7,50
2005,4,6,4/6/2005,MS,0,0,0,31.9,-89.43,31.9,-89.43,0.5,30
2005,4,6,4/6/2005,MS,0,0,0,31.75,-89.67,31.75,-89.65,0.5,50
2005,4,6,4/6/2005,MS,1,0,0,32.4,-89.77,32.42,-89.77,1,200
2005,4,6,4/6/2005,MS,1,0,0,32.47,-89.77,32.47,-89.67,6,200
2005,4,6,4/6/2005,MS,1,0,0,32.58,-89.57,32.83,-89.33,23,300
2005,4,6,4/6/2005,MS,1,0,0,31.63,-90,31.68,-89.97,3.5,50
2005,4,6,4/6/2005,MS,1,0,0,31.82,-89.9,31.92,-89.78,7,50
2005,4,6,4/6/2005,MS,1,0,0,30.28,-89.42,30.28,-89.42,1.5,30
2005,4,6,4/6/2005,MS,1,0,0,32.03,-88.88,32.05,-88.87,2,75
2005,4,6,4/6/2005,MS,1,0,0,32.65,-89.53,32.68,-89.48,3,200
2005,4,6,4/6/2005,MS,1,0,0,32.17,-89.68,32.22,-89.67,3,75
2005,4,6,4/6/2005,MS,1,0,0,32.02,-89.45,32.05,-89.35,6,75
2005,4,6,4/6/2005,MS,2,2,0,31.05,-90.33,31.33,-90.15,16,100
2005,4,6,4/6/2005,MS,2,0,0,32.1,-89.68,32.23,-89.6,13.5,500
2005,4,6,4/6/2005,MS,3,6,0,32.13,-90.12,32.28,-89.93,15,600
2005,4,6,4/6/2005,MS,3,0,0,31.77,-89.67,32.05,-89.28,28,600
2005,4,11,4/11/2005,MS,0,0,0,31.12,-90.07,31.12,-90.07,0.1,25
2005,4,22,4/22/2005,MS,0,0,0,31.17,-88.47,31.17,-88.47,0.5,200
2005,4,29,4/29/2005,MS,0,0,0,33.55,-90.57,33.55,-90.55,1,60
2005,4,29,4/29/2005,MS,0,0,0,33.57,-90.05,33.57,-90.05,0.5,50
2005,4,29,4/29/2005,MS,1,0,0,33.58,-90.3,33.6,-90.25,3,100
2005,4,29,4/29/2005,MS,1,0,0,33.83,-88.57,33.85,-88.55,2,75
2005,4,30,4/30/2005,MS,0,0,0,31.73,-89.48,31.77,-89.43,3,50
2005,4,30,4/30/2005,MS,0,0,0,31.15,-89.77,31.15,-89.7,4,50
2005,5,29,5/29/2005,MS,0,0,0,30.63,-89.43,30.63,-89.43,0.1,20
2005,8,29,8/29/2005,MS,1,0,0,31.32,-89.28,31.32,-89.28,0.5,50
2005,8,29,8/29/2005,MS,1,0,0,32.38,-88.93,32.47,-89.13,13,100
2005,8,29,8/29/2005,MS,1,0,0,32.45,-88.62,32.45,-88.62,3,75
2005,8,29,8/29/2005,MS,1,0,0,32.58,-88.73,32.57,-88.78,3,50
2005,8,29,8/29/2005,MS,1,0,0,32.68,-89.12,32.68,-89.15,3,75
2005,8,29,8/29/2005,MS,1,0,0,32.67,-88.9,32.65,-88.93,3,50
2005,8,29,8/29/2005,MS,1,0,0,32.7,-88.95,32.72,-89,4,150
2005,8,29,8/29/2005,MS,1,0,0,32.78,-89.13,32.8,-89.17,2,75
2005,8,29,8/29/2005,MS,1,0,0,32.85,-89.33,32.85,-89.37,2,75
2005,8,29,8/29/2005,MS,2,0,0,32.48,-89.08,32.48,-89.1,1,75
2005,8,29,8/29/2005,MS,2,0,0,32.58,-89,32.62,-89.03,3,100
2005,9,24,9/24/2005,MS,0,0,0,31.57,-90.67,31.58,-90.67,0.5,100
2005,9,24,9/24/2005,MS,0,0,0,32.15,-90.67,32.18,-90.68,2,75
2005,9,24,9/24/2005,MS,0,0,0,32.22,-90.73,32.22,-90.75,0.5,50
2005,9,24,9/24/2005,MS,0,0,0,32.45,-90.57,32.45,-90.57,0.7,50
2005,9,24,9/24/2005,MS,0,0,0,33.53,-91.1,33.53,-91.1,0.5,100
2005,9,24,9/24/2005,MS,0,0,0,33.53,-91.1,33.57,-91.13,3.5,100
2005,9,24,9/24/2005,MS,0,0,0,33.1,-90.52,33.15,-90.52,4,50
2005,9,24,9/24/2005,MS,0,0,0,33.6,-90.82,33.62,-90.83,1,50
2005,9,24,9/24/2005,MS,0,0,0,33.42,-90.62,33.43,-90.63,1,50
2005,9,24,9/24/2005,MS,0,0,0,33.7,-90.67,33.7,-90.67,1,100
2005,9,24,9/24/2005,MS,0,0,0,33.47,-90.33,33.48,-90.37,2,50
2005,9,24,9/24/2005,MS,0,0,0,33.23,-90.05,33.23,-90.05,1,50
2005,9,24,9/24/2005,MS,0,0,0,33.4,-90.15,33.45,-90.18,3,75
2005,9,24,9/24/2005,MS,0,0,0,31.43,-90.93,31.45,-90.92,2,75
2005,9,24,9/24/2005,MS,0,0,0,32.97,-90.85,32.98,-90.85,1,100
2005,9,24,9/24/2005,MS,0,0,0,33.78,-90.85,33.8,-90.85,1,50
2005,9,24,9/24/2005,MS,1,0,0,32.23,-90.72,32.23,-90.73,1.8,75
2005,9,24,9/24/2005,MS,1,0,0,33.22,-90.52,33.23,-90.53,1.5,75
2005,9,24,9/24/2005,MS,1,0,0,33.63,-90.67,33.63,-90.67,1,100
2005,9,24,9/24/2005,MS,1,0,0,33.63,-90.67,33.72,-90.75,9,200
2005,9,24,9/24/2005,MS,1,0,0,33.3,-90.38,33.3,-90.38,1,100
2005,9,24,9/24/2005,MS,1,0,0,33.48,-90.32,33.5,-90.33,1,75
2005,9,24,9/24/2005,MS,1,0,0,33.03,-90.87,33.07,-90.88,3,100
2005,9,24,9/24/2005,MS,1,2,1,33.27,-90.53,33.28,-90.57,3.5,100
2005,9,24,9/24/2005,MS,2,0,0,33.37,-91.02,33.42,-91.02,2,300
2005,9,24,9/24/2005,MS,2,3,0,33.13,-90.47,33.38,-90.57,18,800
2005,9,24,9/24/2005,MS,2,0,0,33.7,-90.67,33.83,-90.75,12,200
2005,9,24,9/24/2005,MS,2,0,0,33.35,-90.25,33.47,-90.33,9,250
2005,9,24,9/24/2005,MS,2,0,0,32.35,-89.13,32.35,-89.15,0.8,100
2005,9,25,9/25/2005,MS,0,0,0,31.67,-91,31.75,-90.97,4,50
2005,9,25,9/25/2005,MS,0,0,0,32.28,-90.82,32.32,-90.78,1.5,100
2005,9,25,9/25/2005,MS,0,0,0,32.48,-90.82,32.48,-90.82,0.5,50
2005,9,25,9/25/2005,MS,0,0,0,32.98,-89.52,33.02,-89.47,2,75
2005,9,25,9/25/2005,MS,0,0,0,32.55,-89.97,32.58,-89.92,3,75
2005,9,25,9/25/2005,MS,0,0,0,32.03,-89.58,32.03,-89.57,1,50
2005,9,25,9/25/2005,MS,0,0,0,32.13,-89.3,32.15,-89.28,1,50
2005,9,25,9/25/2005,MS,0,0,0,32.22,-90.22,32.22,-90.2,1,75
2005,9,25,9/25/2005,MS,0,0,0,33.48,-89.02,33.48,-89.02,1,50
2005,9,25,9/25/2005,MS,0,0,0,32.17,-89.78,32.17,-89.78,1,50
2005,9,25,9/25/2005,MS,0,0,0,33.25,-88.62,33.25,-88.6,1,50
2005,9,25,9/25/2005,MS,1,0,0,31.77,-91.07,31.78,-91.03,1,75
2005,9,25,9/25/2005,MS,1,0,0,32,-91.08,32,-91.08,0.7,50
2005,9,25,9/25/2005,MS,1,7,0,33.47,-88.83,33.48,-88.82,3.5,75
2005,9,25,9/25/2005,MS,1,0,0,32.77,-89.53,32.78,-89.52,1.5,100
2005,9,25,9/25/2005,MS,1,0,0,32.2,-89.95,32.22,-89.92,2,75
2005,9,25,9/25/2005,MS,1,0,0,32.47,-88.65,32.47,-88.62,1.8,150
2005,9,25,9/25/2005,MS,2,0,0,31.7,-91.13,31.8,-91.07,10,600
2005,9,25,9/25/2005,MS,2,1,0,31.78,-91,31.83,-90.93,5,800
2005,9,25,9/25/2005,MS,2,0,0,31.85,-90.97,31.87,-90.93,2,800
2005,11,28,11/28/2005,MS,0,0,0,33.02,-91.02,33.02,-91.02,1,30
2006,1,1,1/1/2006,MS,1,0,0,31.05,-89.75,31.07,-89.73,1,50
2006,3,9,3/9/2006,MS,0,0,0,31.23,-90.92,31.23,-90.92,0.1,25
2006,3,9,3/9/2006,MS,1,0,0,34.42,-89.93,34.43,-89.92,1,200
2006,3,13,3/13/2006,MS,0,0,0,33.58,-89.62,33.6,-89.58,1.5,50
2006,3,13,3/13/2006,MS,0,0,0,33.63,-89.3,33.63,-89.28,1,30
2006,3,13,3/13/2006,MS,0,0,0,33.65,-89.15,33.65,-89.13,1,30
2006,3,13,3/13/2006,MS,0,0,0,33.73,-88.72,33.73,-88.72,1,30
2006,3,20,3/20/2006,MS,0,0,0,31.72,-89.45,31.77,-89.42,4,50
2006,3,20,3/20/2006,MS,0,0,0,31.75,-89.35,31.78,-89.33,3,50
2006,3,20,3/20/2006,MS,1,0,0,31.72,-89.22,31.78,-89.17,8,50
2006,3,20,3/20/2006,MS,1,1,0,31.23,-89.45,31.22,-89.42,3,50
2006,4,7,4/7/2006,MS,0,0,0,33.38,-90.45,33.4,-90.38,3,50
2006,4,7,4/7/2006,MS,0,0,0,33.37,-91,33.37,-91,1,50
2006,4,7,4/7/2006,MS,0,0,0,34.32,-89.1,34.33,-89.05,6,30
2006,4,7,4/7/2006,MS,0,0,0,33.3,-90.55,33.32,-90.53,1,30
2006,4,7,4/7/2006,MS,0,0,0,33.38,-90.42,33.38,-90.4,1,50
2006,4,7,4/7/2006,MS,0,0,0,33.95,-89,33.95,-89,0.2,15
2006,4,7,4/7/2006,MS,0,0,0,33.47,-90.67,33.48,-90.62,3,50
2006,4,21,4/21/2006,MS,0,0,0,32.03,-89.6,32.03,-89.58,1,50
2006,5,10,5/10/2006,MS,2,0,0,31.67,-91,31.63,-90.87,7,440
2006,10,16,10/16/2006,MS,0,0,0,31.48,-89.69,31.5,-89.68,1,40
2006,10,16,10/16/2006,MS,1,0,0,33.02,-90.26,33.08,-90.21,4.91,50
2006,10,17,10/17/2006,MS,2,0,0,31.3,-89.34,31.31,-89.33,0.8,50
2006,10,27,10/27/2006,MS,1,0,0,31.19,-89.99,31.15,-89.97,5,500
2006,10,27,10/27/2006,MS,1,0,0,31.03,-89.53,31.04,-89.5,2.01,250
2006,11,15,11/15/2006,MS,1,0,0,31.66,-89.24,31.66,-89.24,0.75,150
2006,11,15,11/15/2006,MS,1,0,0,31.22,-89.34,31.22,-89.34,1,70
2006,11,15,11/15/2006,MS,1,0,0,31.29,-88.75,31.31,-88.68,4.53,300
2006,11,15,11/15/2006,MS,1,0,0,30.42,-88.82,30.42,-88.82,0.5,35
2006,11,15,11/15/2006,MS,3,6,0,31.35,-89.63,31.43,-89.31,13.02,500
2006,11,15,11/15/2006,MS,3,1,0,31.62,-89.08,31.75,-88.87,15.88,850
2007,1,5,1/5/2007,MS,0,0,0,30.85,-89.13,30.85,-89.13,0.36,50
2007,1,5,1/5/2007,MS,1,0,0,31.73,-89.29,31.74,-89.28,1.2,100
2007,1,5,1/5/2007,MS,1,0,0,32.54,-89.27,32.59,-89.25,5.3,300
2007,1,5,1/5/2007,MS,1,0,0,32.62,-89.23,32.65,-89.2,3,400
2007,1,5,1/5/2007,MS,1,0,0,33,-88.66,33.01,-88.63,3.7,300
2007,1,5,1/5/2007,MS,2,0,0,32.72,-89.03,32.73,-89.01,1.4,150
2007,1,5,1/5/2007,MS,2,9,0,32.61,-88.7,32.65,-88.69,2.24,250
2007,2,13,2/13/2007,MS,0,0,0,31.42,-89.85,31.45,-89.81,3,75
2007,2,13,2/13/2007,MS,0,0,0,30.78,-89.47,30.78,-89.47,0.3,25
2007,2,13,2/13/2007,MS,0,0,0,30.45,-88.74,30.45,-88.74,0.3,25
2007,2,13,2/13/2007,MS,1,0,0,32.14,-89.51,32.15,-89.45,3.71,75
2007,2,24,2/24/2007,MS,0,0,0,33.66,-90.36,33.66,-90.35,1,40
2007,2,24,2/24/2007,MS,1,0,0,33.39,-90.72,33.51,-90.58,12,150
2007,2,24,2/24/2007,MS,1,0,0,32.22,-89.92,32.22,-89.92,1,75
2007,2,24,2/24/2007,MS,1,0,0,32.32,-89.3,32.35,-89.26,3.5,150
2007,3,1,3/1/2007,MS,1,0,0,32.8,-90.23,32.86,-90.15,6.47,100
2007,4,14,4/14/2007,MS,0,0,0,31.16,-89.72,31.16,-89.72,0.3,30
2007,4,14,4/14/2007,MS,0,0,0,31.6,-89.36,31.6,-89.35,0.27,25
2007,4,14,4/14/2007,MS,1,0,0,31.32,-89.19,31.32,-89.18,0.5,50
2007,7,7,7/7/2007,MS,0,0,0,32.42,-89.11,32.42,-89.09,0.8,30
2007,10,17,10/17/2007,MS,0,0,0,33.05,-90.23,33.07,-90.2,2.37,25
2007,10,17,10/17/2007,MS,1,0,0,31.46,-89.83,31.47,-89.83,0.35,100
2007,10,17,10/17/2007,MS,1,1,0,31.38,-89.33,31.39,-89.31,1.59,200
2007,10,18,10/18/2007,MS,0,0,0,33.41,-88.81,33.41,-88.8,0.32,50
2007,10,18,10/18/2007,MS,0,0,0,33.47,-88.73,33.47,-88.72,0.36,25
2007,10,18,10/18/2007,MS,1,0,0,30.53,-88.78,30.55,-88.75,2.3,90
2007,10,18,10/18/2007,MS,1,0,0,32.92,-88.66,32.93,-88.63,2.41,100
2007,10,22,10/22/2007,MS,1,0,0,33.42,-90.54,33.45,-90.5,3.47,150
2007,12,20,12/20/2007,MS,0,0,0,31.77,-90.45,31.78,-90.41,2.24,50
2007,12,20,12/20/2007,MS,1,0,0,31.63,-89.55,31.68,-89.45,7.16,500
2007,12,20,12/20/2007,MS,1,0,0,31.65,-89.45,31.66,-89.45,0.44,100
2007,12,20,12/20/2007,MS,2,1,0,31.61,-90.37,31.63,-90.29,5.03,200
2007,12,20,12/20/2007,MS,2,2,0,31.69,-89.28,31.71,-89.25,1.91,150
2008,1,8,1/8/2008,MS,0,0,0,31.69,-91.24,31.73,-91.17,4.86,50
2008,1,8,1/8/2008,MS,0,0,0,32.06,-89.75,32.06,-89.74,0.4,50
2008,1,8,1/8/2008,MS,1,0,0,31.99,-90.1,32.02,-89.77,19.41,125
2008,1,10,1/10/2008,MS,0,0,0,32.44,-89.96,32.44,-89.93,1.81,40
2008,1,10,1/10/2008,MS,0,0,0,32.77,-89.25,32.75,-89.27,1.47,75
2008,1,10,1/10/2008,MS,0,0,0,33.18,-88.4,33.19,-88.39,0.76,40
2008,1,10,1/10/2008,MS,1,0,0,32.07,-90.8,32.1,-90.75,3.14,250
2008,1,10,1/10/2008,MS,1,0,0,34.72,-88.23,34.74,-88.19,2.78,100
2008,1,10,1/10/2008,MS,1,0,0,33.15,-88.48,33.16,-88.45,1.87,75
2008,1,10,1/10/2008,MS,3,3,0,32.9,-90,32.99,-89.86,9.73,1320
2008,1,10,1/10/2008,MS,3,3,0,33.13,-89.52,33.28,-89.15,23.59,880
2008,1,10,1/10/2008,MS,3,11,0,33.66,-88.37,33.75,-88.18,13.25,2500
2008,2,5,2/5/2008,MS,0,0,0,33.83,-90.97,33.86,-90.93,3.43,50
2008,2,5,2/5/2008,MS,0,0,0,34.95,-90.22,34.97,-90.19,2.64,100
2008,2,5,2/5/2008,MS,0,0,0,34.41,-89.74,34.41,-89.74,0.2,25
2008,2,5,2/5/2008,MS,0,0,0,34.76,-89.05,34.77,-89.03,1.35,50
2008,2,5,2/5/2008,MS,0,0,0,34.89,-88.87,34.92,-88.85,2.48,50
2008,2,5,2/5/2008,MS,1,0,0,34.43,-89.65,34.5,-89.57,6.89,25
2008,2,5,2/5/2008,MS,1,4,0,34.92,-88.79,34.94,-88.75,2.56,100
2008,2,5,2/5/2008,MS,2,13,3,34.98,-90.01,35.05,-89.85,10.24,440
2008,2,5,2/5/2008,MS,3,14,0,34.41,-89.53,34.5,-89.46,7.15,1000
2008,2,6,2/6/2008,MS,0,0,0,32.71,-90.23,32.77,-90.19,4.77,75
2008,2,6,2/6/2008,MS,0,0,0,33.02,-88.49,33.03,-88.47,1.67,50
2008,2,6,2/6/2008,MS,1,0,0,32.88,-89.55,32.9,-89.54,1.5,50
2008,2,12,2/12/2008,MS,0,0,0,30.44,-89.15,0,0,0.1,20
2008,2,12,2/12/2008,MS,0,0,0,31.25,-90.33,0,0,0.1,20
2008,2,12,2/12/2008,MS,0,0,0,32.04,-89.46,32.05,-89.45,0.7,150
2008,2,12,2/12/2008,MS,1,0,0,32.27,-90.14,32.26,-90.09,3.23,400
2008,2,12,2/12/2008,MS,1,0,0,32.29,-89.88,32.29,-89.84,2.67,250
2008,2,12,2/12/2008,MS,1,0,0,31.72,-89.6,31.73,-89.58,1.48,100
2008,2,12,2/12/2008,MS,1,0,0,31.98,-89.24,31.98,-89.22,0.9,100
2008,3,3,3/3/2008,MS,0,0,0,32.78,-90.87,32.79,-90.86,0.95,50
2008,3,3,3/3/2008,MS,0,0,0,32.65,-88.57,32.67,-88.56,1.32,30
2008,3,3,3/3/2008,MS,1,0,0,31.17,-90.78,0,0,1.5,250
2008,3,3,3/3/2008,MS,1,0,0,31.92,-89.89,31.93,-89.88,0.41,75
2008,3,3,3/3/2008,MS,1,0,0,31.96,-89.77,31.98,-89.76,1.87,150
2008,3,3,3/3/2008,MS,1,0,0,31.17,-89.92,31.18,-89.91,0.57,50
2008,3,3,3/3/2008,MS,1,0,0,32.23,-89.42,32.26,-89.4,2.15,100
2008,3,3,3/3/2008,MS,1,0,0,32.31,-89.35,32.36,-89.32,4.02,175
2008,3,3,3/3/2008,MS,1,14,0,31.2,-89.23,31.21,-89.21,1.09,100
2008,3,3,3/3/2008,MS,2,0,0,32.85,-90.79,32.93,-90.71,6.95,440
2008,3,3,3/3/2008,MS,2,0,0,31.86,-88.77,31.96,-88.69,8.34,350
2008,4,4,4/4/2008,MS,1,1,0,32.53,-91.04,32.51,-90.98,3.66,300
2008,4,4,4/4/2008,MS,1,0,0,32.34,-90.78,32.34,-90.75,2.16,209
2008,4,4,4/4/2008,MS,1,0,0,32.4,-90.54,32.38,-90.5,2.72,300
2008,4,4,4/4/2008,MS,1,0,0,32.36,-90.43,32.35,-90.39,2.24,200
2008,4,4,4/4/2008,MS,2,20,0,32.4,-90.2,32.36,-89.99,12.99,900
2008,4,18,4/18/2008,MS,1,0,0,31.98,-90.69,32.08,-90.49,13.94,50
2008,4,18,4/18/2008,MS,1,0,0,32.12,-90.39,32.15,-90.33,3.74,100
2008,4,18,4/18/2008,MS,1,0,0,32.75,-89.81,32.82,-89.7,8.2,75
