yr,mo,dy,date,st,mag,inj,fat,slat,slon,elat,elon,len,wid
1984,5,3,5/3/1984,MS,1,0,0,32.77,-89.12,0,0,0.5,50
1984,10,14,10/14/1984,MS,1,3,0,31.38,-91.12,0,0,0.5,77
1984,10,14,10/14/1984,MS,1,0,0,31.4,-90.8,0,0,0.5,50
1984,10,21,10/21/1984,MS,1,3,0,32,-90.37,0,0,0.5,77
1984,10,21,10/21/1984,MS,1,0,0,31.95,-90.4,0,0,2,100
1984,10,22,10/22/1984,MS,0,0,0,32.33,-90.88,32.37,-90.8,6,50
1985,2,23,2/23/1985,MS,0,0,0,34.68,-90.33,0,0,0.1,50
1985,2,23,2/23/1985,MS,1,0,0,34.78,-90.38,0,0,0.1,50
1985,4,30,4/30/1985,MS,0,0,0,34.27,-88.62,0,0,0.3,200
1985,5,1,5/1/1985,MS,2,0,0,33.2,-88.95,0,0,1,50
1985,5,21,5/21/1985,MS,1,0,0,30.23,-89.62,0,0,0.4,27
1985,5,21,5/21/1985,MS,1,0,0,30.32,-89.33,0,0,0.5,50
1985,5,21,5/21/1985,MS,1,0,0,30.4,-89.57,0,0,0.7,50
1985,5,21,5/21/1985,MS,1,1,0,30.35,-88.55,0,0,0.2,60
1985,5,21,5/21/1985,MS,2,0,0,30.38,-88.82,30.42,-88.75,3.5,100
1985,6,17,6/17/1985,MS,2,0,0,34.53,-88.22,0,0,2,70
1985,8,16,8/16/1985,MS,0,0,0,32.18,-88.77,0,0,0.2,30
1985,8,16,8/16/1985,MS,1,0,0,32.32,-89,32.38,-88.95,4.5,173
1985,8,25,8/25/1985,MS,0,0,0,33.58,-88.62,0,0,0.2,20
1985,9,2,9/2/1985,MS,1,0,0,30.77,-89.05,30.8,-89.23,14,60
1985,9,2,9/2/1985,MS,1,0,0,30.38,-89.07,0,0,0.5,40
1985,9,2,9/2/1985,MS,1,0,0,30.38,-89.08,0,0,0.3,40
1985,9,23,9/23/1985,MS,0,0,0,30.38,-89.1,0,0,0.3,20
1985,9,23,9/23/1985,MS,1,0,0,30.38,-89.08,0,0,0.5,60
1985,9,23,9/23/1985,MS,2,0,0,30.43,-89.08,0,0,1,100
1985,10,28,10/28/1985,MS,1,0,0,31.57,-90.42,0,0,1.2,100
1985,10,29,10/29/1985,MS,0,0,0,31.57,-89.13,0,0,0.7,30
1986,2,17,2/17/1986,MS,1,0,0,34.62,-90.3,0,0,1,50
1986,2,17,2/17/1986,MS,1,0,0,34.57,-90.23,0,0,1.5,50
1986,3,12,3/12/1986,MS,0,0,0,33.83,-90.92,0,0,0.4,30
1986,3,12,3/12/1986,MS,1,0,0,34.82,-90.2,0,0,1,30
1986,3,12,3/12/1986,MS,1,1,0,34,-90.05,0,0,1.2,100
1986,3,12,3/12/1986,MS,1,0,0,31.58,-90.3,0,0,1,100
1986,3,12,3/12/1986,MS,1,0,0,32.68,-88.47,0,0,1,70
1986,3,12,3/12/1986,MS,2,0,0,31.32,-90.6,31.38,-90.5,8,250
1986,3,12,3/12/1986,MS,2,0,0,32.23,-88.82,32.35,-88.75,14,120
1986,3,12,3/12/1986,MS,3,2,0,31.9,-89.37,32.32,-89.1,32,123
1986,3,12,3/12/1986,MS,4,8,0,32.42,-88.77,32.7,-88.58,23,440
1986,3,18,3/18/1986,MS,0,0,0,33.17,-89.93,0,0,0.6,40
1986,3,18,3/18/1986,MS,1,0,0,34.83,-89.17,0,0,1.3,100
1986,3,18,3/18/1986,MS,1,0,0,32.75,-90.77,32.83,-90.7,5,40
1986,3,18,3/18/1986,MS,1,0,0,34.4,-88.9,34.43,-88.87,3,100
1986,3,18,3/18/1986,MS,1,0,0,32.12,-90.33,0,0,2.5,150
1986,3,18,3/18/1986,MS,1,0,0,31.87,-90.33,0,0,1.2,50
1986,3,18,3/18/1986,MS,1,0,0,33.17,-88.4,33.23,-88.5,10,50
1986,3,18,3/18/1986,MS,2,0,0,32.87,-90.57,33.07,-90.33,14,100
1986,4,8,4/8/1986,MS,2,1,0,31.7,-89.2,31.68,-89.17,5,1000
1986,4,12,4/12/1986,MS,1,0,0,31.82,-90.95,31.7,-90.9,4,150
1986,4,12,4/12/1986,MS,1,0,0,31.38,-90.23,31.35,-90.22,5.2,100
1986,4,12,4/12/1986,MS,2,0,0,31.52,-90.37,31.38,-90.05,21.8,100
1986,5,10,5/10/1986,MS,1,0,0,33.58,-90.33,0,0,0.3,40
1986,5,18,5/18/1986,MS,1,0,0,33.98,-88.37,0,0,1,10
1986,5,18,5/18/1986,MS,1,0,0,31.88,-88.83,0,0,0.8,60
1986,7,21,7/21/1986,MS,1,0,0,31.2,-91.02,0,0,1,50
1986,8,10,8/10/1986,MS,0,0,0,31.25,-89.83,0,0,0.5,50
1986,9,5,9/5/1986,MS,1,0,0,31.55,-89.5,0,0,1,50
1986,11,8,11/8/1986,MS,0,0,0,33.17,-90,0,0,0.5,50
1986,11,8,11/8/1986,MS,0,0,0,33.68,-90.82,0,0,0.2,30
1986,11,8,11/8/1986,MS,1,0,0,34.62,-88.55,0,0,2.5,77
1986,11,8,11/8/1986,MS,2,0,0,34.62,-88.2,34.67,-88.18,5,200
1986,11,20,11/20/1986,MS,1,4,0,31.02,-90.3,0,0,0.5,40
1986,11,20,11/20/1986,MS,2,0,0,31.02,-91.17,31.02,-91.07,5,173
1987,2,15,2/15/1987,MS,0,0,0,31.25,-90.47,0,0,0.6,30
1987,2,15,2/15/1987,MS,1,0,0,31.2,-90,0,0,0.8,50
1987,2,15,2/15/1987,MS,1,0,0,32.17,-89.85,32.27,-89.75,12,80
1987,2,15,2/15/1987,MS,1,0,0,30.78,-89.13,0,0,1.2,40
1987,2,15,2/15/1987,MS,1,0,0,33.52,-88.43,33.63,-88.37,10,100
1987,2,15,2/15/1987,MS,2,2,0,31.07,-90.15,31.07,-90.1,3,73
1987,2,15,2/15/1987,MS,2,2,0,30.48,-89.7,30.52,-89.68,3,100
1987,2,28,2/28/1987,MS,0,0,0,32.1,-90.05,0,0,0.5,40
1987,2,28,2/28/1987,MS,4,350,6,31.5,-89.25,31.85,-88.85,35,1230
1987,3,17,3/17/1987,MS,0,0,0,31.95,-90.85,0,0,0.4,50
1987,3,17,3/17/1987,MS,0,0,0,31.12,-90.02,0,0,0.5,73
1987,3,17,3/17/1987,MS,1,4,0,31.55,-91.4,31.63,-91.37,5,100
1987,3,17,3/17/1987,MS,1,0,0,31.72,-91.13,31.75,-91.1,3,100
1987,3,17,3/17/1987,MS,1,0,0,31.32,-90.65,31.35,-90.62,3,120
1987,3,17,3/17/1987,MS,1,0,0,31.55,-89.25,31.7,-89.15,9,73
1987,3,18,3/18/1987,MS,1,0,0,34.42,-89.03,0,0,2,50
1987,3,29,3/29/1987,MS,0,0,0,30.53,-89.15,0,0,0.5,40
1987,3,29,3/29/1987,MS,0,0,0,30.38,-89.08,0,0,0.2,30
1987,3,29,3/29/1987,MS,1,0,0,30.88,-88.55,30.88,-88.48,3,123
1987,3,29,3/29/1987,MS,1,0,0,30.45,-89.02,0,0,0.7,50
1987,6,30,6/30/1987,MS,1,0,0,34.25,-90.05,34.32,-90.05,3,50
1987,11,16,11/16/1987,MS,1,0,0,31.5,-91.4,0,0,0.5,40
1987,11,16,11/16/1987,MS,1,0,0,32.32,-90.57,0,0,1.5,50
1987,11,16,11/16/1987,MS,1,0,0,31.28,-91.38,31.35,-91.3,6,70
1987,11,16,11/16/1987,MS,1,0,0,31.37,-91.02,0,0,2.5,70
1987,11,16,11/16/1987,MS,1,0,0,31.52,-90.7,31.55,-90.67,3,100
1987,11,16,11/16/1987,MS,1,0,0,32.25,-90.17,32.28,-90.12,9,120
1987,11,16,11/16/1987,MS,1,0,0,32.28,-90.12,32.45,-89.95,10,100
1987,11,16,11/16/1987,MS,1,0,0,33.18,-89.75,0,0,2,80
1987,11,16,11/16/1987,MS,1,0,0,33.47,-89.73,33.53,-89.75,4,100
1987,11,16,11/16/1987,MS,1,0,0,33.43,-89.72,33.48,-89.7,5,120
1987,11,16,11/16/1987,MS,1,0,0,32.1,-89.6,32.17,-89.47,5,70
1987,11,16,11/16/1987,MS,1,0,0,32.45,-89.25,32.53,-89.18,6,73
1987,11,16,11/16/1987,MS,2,0,0,32.55,-90.32,32.73,-90.08,21,73
1987,11,16,11/16/1987,MS,2,5,0,32.07,-90.38,32.3,-90.15,20,150
1987,11,16,11/16/1987,MS,2,2,0,31.58,-90.6,31.72,-90.37,20,150
1987,11,16,11/16/1987,MS,2,0,0,32.45,-89.92,32.52,-89.92,4,100
1987,11,16,11/16/1987,MS,2,0,0,31.82,-90.02,32.05,-89.77,20,100
1987,11,16,11/16/1987,MS,2,0,0,30.52,-89.48,30.53,-89.43,3,73
1987,12,14,12/14/1987,MS,1,0,0,31.33,-90.83,0,0,1.5,73
1987,12,15,12/15/1987,MS,1,0,0,34.7,-88.55,0,0,2,73
1987,12,15,12/15/1987,MS,2,1,0,34.68,-88.6,34.72,-88.48,8,100
1988,1,19,1/19/1988,MS,1,0,0,33.67,-90.83,33.82,-90.73,11,33
1988,1,19,1/19/1988,MS,1,0,0,32.97,-89.83,0,0,1.5,40
1988,1,19,1/19/1988,MS,1,10,0,32.55,-88.5,0,0,1,30
1988,1,19,1/19/1988,MS,2,1,0,34.85,-90.12,34.95,-89.98,9.5,70
1988,1,19,1/19/1988,MS,3,0,0,33.78,-88.87,33.72,-88.77,10,100
1988,1,19,1/19/1988,MS,4,1,0,33.15,-89.58,33.27,-89.33,13,700
1988,3,3,3/3/1988,MS,2,0,0,30.4,-88.9,0,0,1.2,30
1988,4,17,4/17/1988,MS,1,0,0,33.93,-90.38,34.02,-90.28,7,73
1988,5,10,5/10/1988,MS,1,0,0,30.53,-89.25,0,0,1.5,50
1988,5,22,5/22/1988,MS,1,0,0,33.47,-88.83,0,0,1.5,73
1988,9,16,9/16/1988,MS,0,0,0,30.42,-88.5,0,0,0.2,20
1988,9,16,9/16/1988,MS,1,0,0,30.35,-89.38,0,0,0.5,23
1988,9,24,9/24/1988,MS,0,0,0,33.55,-90.8,0,0,0.5,50
1988,10,2,10/2/1988,MS,1,0,0,31.17,-90.7,0,0,1,60
1988,11,4,11/4/1988,MS,1,0,0,34.5,-88.32,0,0,2,100
1988,11,4,11/4/1988,MS,1,0,0,34.57,-88.23,34.53,-88.12,5,100
1988,11,4,11/4/1988,MS,1,0,0,32.62,-88.65,0,0,2,73
1988,11,4,11/4/1988,MS,1,0,0,34.53,-88.47,0,0,2,70
1988,11,4,11/4/1988,MS,1,0,0,32.57,-89.08,32.63,-88.98,4,100
1988,11,4,11/4/1988,MS,1,0,0,33.98,-88.5,0,0,0.5,30
1988,11,4,11/4/1988,MS,1,0,0,31.25,-90.47,0,0,0.3,50
1988,11,4,11/4/1988,MS,1,0,0,31.17,-89.83,31.18,-89.77,4,40
1988,11,4,11/4/1988,MS,3,0,0,34.53,-88.52,34.65,-88.25,12,150
1988,11,4,11/4/1988,MS,3,0,0,34.88,-88.22,34.93,-88.12,7,200
1988,11,4,11/4/1988,MS,3,0,0,31.62,-88.6,31.62,-88.45,8,200
1988,11,12,11/12/1988,MS,1,0,0,32.45,-90.88,0,0,0.5,50
1988,11,12,11/12/1988,MS,1,0,0,32.33,-90.63,32.33,-90.57,4,40
1988,11,19,11/19/1988,MS,1,0,0,31.03,-90.67,0,0,2,120
1988,11,19,11/19/1988,MS,1,0,0,31.83,-89.77,0,0,2,43
1988,11,19,11/19/1988,MS,1,0,0,32.53,-89.23,0,0,2.5,123
1988,11,19,11/19/1988,MS,1,0,0,33.67,-90.83,0,0,0.3,40
1988,11,19,11/19/1988,MS,1,0,0,33.88,-90.73,0,0,0.4,50
1988,11,19,11/19/1988,MS,1,0,0,34.32,-90.12,0,0,1,50
1988,11,19,11/19/1988,MS,1,0,0,34.07,-90.58,34.1,-90.52,6,60
1988,11,19,11/19/1988,MS,1,0,0,32.78,-90.98,0,0,1.5,50
1988,11,19,11/19/1988,MS,1,0,0,34.1,-89.15,0,0,0.2,30
1988,11,19,11/19/1988,MS,2,2,0,32.6,-89.77,32.67,-89.62,12,90
1988,11,19,11/19/1988,MS,2,0,0,33.43,-89.98,33.52,-89.92,7,120
1988,11,19,11/19/1988,MS,3,3,0,33.9,-90.53,33.97,-90.5,4,100
1988,11,19,11/19/1988,MS,3,11,2,34.12,-88.65,34.27,-88.63,12.5,120
1988,11,26,11/26/1988,MS,1,0,0,33.67,-90.73,0,0,0.2,23
1988,11,26,11/26/1988,MS,1,0,0,34.28,-89.42,0,0,0.2,33
1988,11,26,11/26/1988,MS,1,0,0,32.57,-90.6,32.58,-90.5,5,70
1988,11,26,11/26/1988,MS,1,0,0,33.05,-89.35,0,0,2.5,63
1988,11,26,11/26/1988,MS,2,0,0,33.73,-90.57,0,0,2,40
1988,11,26,11/26/1988,MS,2,0,0,32.45,-90.82,32.5,-90.67,9,600
1988,12,22,12/22/1988,MS,1,0,0,33.6,-90.82,0,0,0.8,40
1988,12,22,12/22/1988,MS,1,0,0,33.87,-89.17,33.9,-89.1,5,60
1988,12,22,12/22/1988,MS,1,0,0,33.82,-88.9,33.9,-88.77,5,40
1988,12,22,12/22/1988,MS,1,0,0,33.92,-88.75,33.98,-88.6,11,50
1988,12,27,12/27/1988,MS,1,0,0,34.62,-90.05,0,0,1.5,40
1988,12,27,12/27/1988,MS,1,0,0,34.38,-90.02,0,0,1,30
1988,12,27,12/27/1988,MS,1,0,0,33.93,-89.98,34.03,-89.95,7,70
1988,12,27,12/27/1988,MS,1,0,0,33.97,-89.93,0,0,2,50
1988,12,27,12/27/1988,MS,1,0,0,32.95,-90.82,32.97,-90.78,3,100
1988,12,27,12/27/1988,MS,2,0,0,33.73,-90.23,33.9,-90.1,18,73
1988,12,27,12/27/1988,MS,2,0,0,34.15,-89.63,34.17,-89.55,5,73
1988,12,27,12/27/1988,MS,2,0,0,33.08,-90.62,33.17,-90.47,10,73
1988,12,28,12/28/1988,MS,1,0,0,32.43,-90.05,0,0,0.3,30
1988,12,28,12/28/1988,MS,1,0,0,33.18,-90.05,0,0,1.5,70
1988,12,28,12/28/1988,MS,1,0,0,31.83,-90.32,31.87,-90.22,4,73
1988,12,28,12/28/1988,MS,1,0,0,32.48,-89.48,32.52,-89.43,3,100
1989,1,7,1/7/1989,MS,1,0,0,33.98,-88.23,0,0,2,60
1989,1,7,1/7/1989,MS,2,0,0,33.8,-88.68,33.8,-88.6,4,100
1989,2,20,2/20/1989,MS,1,0,0,32.2,-90.4,32.25,-90.27,7,100
1989,2,20,2/20/1989,MS,1,0,0,32.23,-90.38,32.28,-90.22,9.5,120
1989,2,20,2/20/1989,MS,1,0,0,31.87,-89.33,31.87,-89.17,8,80
1989,2,20,2/20/1989,MS,1,0,0,31.87,-89.03,31.85,-88.97,5,60
1989,2,20,2/20/1989,MS,2,0,0,33.78,-88.55,0,0,2.5,100
1989,3,4,3/4/1989,MS,1,0,0,32.45,-90.33,32.53,-90.25,11,70
1989,3,4,3/4/1989,MS,1,0,0,32.43,-90.18,32.5,-90.17,5,60
1989,3,4,3/4/1989,MS,3,5,0,32.38,-90.37,32.45,-90.27,11,350
1989,3,5,3/5/1989,MS,1,0,0,33.7,-88.45,0,0,1,60
1989,3,5,3/5/1989,MS,1,0,0,31.9,-89.3,0,0,0.7,40
1989,3,29,3/29/1989,MS,1,0,0,33.3,-88.55,33.3,-88.5,3,50
1989,3,29,3/29/1989,MS,1,0,0,33.13,-88.37,0,0,1.5,70
1989,4,4,4/4/1989,MS,0,0,0,33.17,-90.93,0,0,0.3,50
1989,4,4,4/4/1989,MS,1,0,0,33.38,-90.48,0,0,0.5,50
1989,4,4,4/4/1989,MS,1,0,0,33.45,-90.22,0,0,1,70
1989,5,4,5/4/1989,MS,1,0,0,32.3,-89.77,0,0,0.5,30
1989,5,4,5/4/1989,MS,1,0,0,32.32,-89.73,0,0,1.5,150
1989,5,4,5/4/1989,MS,1,0,0,32.45,-89.48,0,0,0.5,30
1989,5,18,5/18/1989,MS,1,0,0,31.25,-90.62,0,0,1,40
1989,5,20,5/20/1989,MS,0,0,0,34.87,-88.6,0,0,0.4,30
1989,6,5,6/5/1989,MS,1,0,0,32.42,-89.67,32.42,-89.58,5,73
1989,6,5,6/5/1989,MS,1,0,0,31.43,-88.95,0,0,0.3,30
1989,6,8,6/8/1989,MS,1,0,0,31.58,-89.27,0,0,0.8,70
1989,6,8,6/8/1989,MS,1,0,0,32.37,-88.58,0,0,0.5,50
1989,6,12,6/12/1989,MS,1,0,0,34.92,-88.5,0,0,2,70
1989,6,28,6/28/1989,MS,1,5,0,31.08,-91.08,0,0,1,73
1989,7,2,7/2/1989,MS,1,0,0,33.38,-89.08,0,0,1,73
1989,7,3,7/3/1989,MS,0,0,0,31.87,-90.4,0,0,0.1,20
1989,7,19,7/19/1989,MS,0,0,0,32.77,-88.65,0,0,0.8,50
1989,10,16,10/16/1989,MS,2,0,0,32.73,-90.55,32.8,-90.57,3,80
1989,11,8,11/8/1989,MS,0,0,0,32.17,-88.87,0,0,0.5,20
1989,11,8,11/8/1989,MS,1,0,0,32.13,-88.73,0,0,1,40
1989,11,15,11/15/1989,MS,0,0,0,32.72,-88.7,32.8,-88.65,5,17
1989,11,22,11/22/1989,MS,2,0,0,31.05,-89.4,0,0,2.5,400
1990,2,9,2/9/1990,MS,0,0,0,33.85,-89.42,0,0,0.5,20
1990,2,9,2/9/1990,MS,1,4,1,32.62,-89.9,0,0,1,40
1990,2,10,2/10/1990,MS,1,0,0,30.55,-88.43,0,0,2,30
1990,2,15,2/15/1990,MS,0,0,0,32.37,-88.9,32.38,-88.75,8,20
1990,2,15,2/15/1990,MS,0,0,0,32.5,-88.72,0,0,0.5,20
1990,4,27,4/27/1990,MS,0,0,0,32.38,-90,0,0,0.5,20
1990,4,27,4/27/1990,MS,0,0,0,32.58,-89.75,0,0,1,20
1990,4,27,4/27/1990,MS,2,0,0,31.87,-89.7,31.97,-89.78,5,100
1990,5,12,5/12/1990,MS,2,4,0,31.27,-91.4,31.3,-91.08,19,100
1990,5,20,5/20/1990,MS,1,2,0,34.18,-89.03,0,0,1,30
1990,10,4,10/4/1990,MS,1,2,0,34.22,-88.72,0,0,2,73
1990,12,20,12/20/1990,MS,0,0,0,31.78,-90.5,32.18,-90.35,28,60
1990,12,21,12/21/1990,MS,1,0,0,33.72,-89.78,0,0,2,100
1990,12,21,12/21/1990,MS,1,0,0,32.43,-90.75,32.5,-90.68,5.2,200
1990,12,21,12/21/1990,MS,1,0,0,34.25,-89.17,0,0,1,200
1990,12,21,12/21/1990,MS,1,0,0,33.7,-89.73,0,0,1.5,70
1990,12,21,12/21/1990,MS,1,0,1,33.13,-90.5,33.22,-90.45,5,200
1990,12,21,12/21/1990,MS,2,0,0,33.3,-90.37,33.5,-90.2,16,300
1990,12,21,12/21/1990,MS,3,0,0,33.75,-89.95,33.83,-89.92,3.5,440
1990,12,21,12/21/1990,MS,3,0,0,32.7,-90.07,32.78,-89.95,11,880
1990,12,21,12/21/1990,MS,3,15,1,33.18,-89.93,33.4,-89.68,20,880
1990,12,22,12/22/1990,MS,1,0,0,31.5,-90.55,0,0,2,80
1990,12,22,12/22/1990,MS,1,1,0,31.87,-89.97,31.95,-89.88,5,100
1991,3,22,3/22/1991,MS,3,3,0,34.72,-89.17,35,-88.9,23,500
1991,3,28,3/28/1991,MS,0,0,0,32.37,-88.78,0,0,1,30
1991,4,13,4/13/1991,MS,1,0,0,34.12,-88.47,0,0,0.3,100
1991,4,19,4/19/1991,MS,0,0,0,34.2,-90.58,0,0,0.5,30
1991,4,19,4/19/1991,MS,0,0,0,33.68,-90.57,0,0,2,50
1991,4,19,4/19/1991,MS,1,0,0,33.77,-90.48,0,0,1,40
1991,4,19,4/19/1991,MS,1,0,0,33.52,-90.87,33.32,-90.82,12,100
1991,5,5,5/5/1991,MS,1,0,0,33.97,-89.58,0,0,2,100
1991,5,5,5/5/1991,MS,1,0,0,33.8,-89.07,33.88,-88.93,11,880
1991,6,22,6/22/1991,MS,0,0,0,33.48,-90.18,0,0,1,30
1991,11,20,11/20/1991,MS,1,15,0,33.23,-88.58,0,0,0.5,440
1991,12,2,12/2/1991,MS,0,0,0,32.48,-88.58,32.5,-88.52,5,80
1992,1,13,1/13/1992,MS,1,2,0,30.9,-88.58,0,0,2,200
1992,3,9,3/9/1992,MS,4,1,0,33.05,-90.88,33.18,-90.6,20,880
1992,3,10,3/10/1992,MS,3,57,3,32.25,-88.78,32.3,-88.45,20,1760
1992,3,22,3/22/1992,MS,0,0,0,32.82,-90.67,0,0,1,100
1992,3,22,3/22/1992,MS,0,0,0,32.65,-90.58,32.68,-90.43,6,150
1992,4,20,4/20/1992,MS,1,5,0,31.13,-90.43,31.47,-90.27,24,880
1992,4,20,4/20/1992,MS,1,0,0,31.37,-90.3,31.42,-90.27,5,440
1992,4,20,4/20/1992,MS,1,0,0,31.73,-89.45,0,0,2,150
1992,4,24,4/24/1992,MS,1,0,0,33.92,-90.4,0,0,2,400
1992,5,24,5/24/1992,MS,0,0,0,31.32,-89.32,0,0,2,50
1992,8,26,8/26/1992,MS,0,0,0,31.45,-90.22,0,0,1.5,80
1992,8,26,8/26/1992,MS,0,0,0,31.45,-89.98,0,0,1.5,100
1992,8,26,8/26/1992,MS,0,0,0,31.75,-90.65,0,0,2,150
1992,8,26,8/26/1992,MS,0,0,0,32.08,-90.8,0,0,2,100
1992,8,26,8/26/1992,MS,0,0,0,32.17,-90.95,0,0,1.5,80
1992,8,26,8/26/1992,MS,0,0,0,31.98,-90.47,0,0,1,100
1992,8,26,8/26/1992,MS,0,0,0,32.85,-90.42,0,0,1,100
1992,8,26,8/26/1992,MS,0,0,0,33.18,-90.5,0,0,1,100
1992,8,26,8/26/1992,MS,0,0,0,33.1,-89.8,0,0,2,150
1992,8,26,8/26/1992,MS,0,0,0,33.12,-90.05,0,0,1.5,100
1992,8,26,8/26/1992,MS,0,0,0,32.17,-88.65,0,0,1,50
1992,8,26,8/26/1992,MS,0,2,0,32.25,-88.58,0,0,2,150
1992,8,26,8/26/1992,MS,0,0,0,31.85,-89.58,0,0,2,150
1992,8,26,8/26/1992,MS,0,0,0,32.67,-90.55,0,0,1.5,100
1992,8,26,8/26/1992,MS,0,0,0,32.68,-90.8,0,0,2,100
1992,8,26,8/26/1992,MS,0,0,0,31.97,-90.08,0,0,2,150
1992,8,26,8/26/1992,MS,0,0,0,32.88,-90.37,0,0,1.5,100
1992,8,26,8/26/1992,MS,1,1,0,31.42,-90.18,0,0,2,100
1992,8,26,8/26/1992,MS,1,0,0,31.53,-90.45,0,0,2,100
1992,8,26,8/26/1992,MS,1,0,0,32.85,-89.63,0,0,1.5,150
1992,8,26,8/26/1992,MS,1,0,0,32.65,-88.78,0,0,1,100
1992,8,27,8/27/1992,MS,0,0,0,32.18,-88.73,0,0,1,100
1992,8,27,8/27/1992,MS,0,0,0,32.48,-88.85,0,0,1,100
1992,8,27,8/27/1992,MS,0,0,0,32.4,-88.77,0,0,1,50
1992,8,27,8/27/1992,MS,0,0,0,32.05,-88.88,0,0,1,50
1992,8,27,8/27/1992,MS,0,0,0,32.47,-88.72,0,0,1,100
1992,8,27,8/27/1992,MS,0,0,0,31.42,-89.53,0,0,2,100
1992,10,10,10/10/1992,MS,2,16,0,33.5,-88.43,0,0,2,440
1992,10,16,10/16/1992,MS,0,0,0,31.9,-89.02,0,0,2,100
1992,11,21,11/21/1992,MS,1,0,0,31,-91.12,31.07,-91.07,4,100
1992,11,21,11/21/1992,MS,1,0,0,31.82,-90.38,31.93,-90.27,9,440
1992,11,21,11/21/1992,MS,1,4,0,32.68,-90.87,32.78,-90.75,10,440
1992,11,21,11/21/1992,MS,2,0,0,31.48,-90.55,31.72,-90.4,16,440
1992,11,21,11/21/1992,MS,3,105,0,31.43,-89.92,31.77,-89.63,27,880
1992,11,21,11/21/1992,MS,4,122,12,31.97,-90.23,33.48,-89.17,128,880
1992,11,22,11/22/1992,MS,0,0,0,33.83,-89.07,33.9,-89.07,4,100
1992,11,22,11/22/1992,MS,0,0,0,32.27,-88.58,0,0,2,100
1992,11,22,11/22/1992,MS,1,0,0,32.53,-89.03,32.67,-88.97,9,200
1992,11,22,11/22/1992,MS,1,2,0,33.95,-89.05,34.07,-89.02,7,100
1992,11,22,11/22/1992,MS,1,0,2,33.62,-89.17,33.78,-89.13,9,200
1992,11,22,11/22/1992,MS,2,15,0,33.1,-88.4,33.27,-88.32,15,440
1992,11,22,11/22/1992,MS,2,0,0,32.6,-88.63,32.87,-88.4,23,880
1992,11,22,11/22/1992,MS,2,1,1,32.8,-88.7,33.12,-88.28,27,880
1992,11,22,11/22/1992,MS,4,20,0,31.85,-89.52,32.32,-89.17,40,1760
1993,2,15,2/15/1993,MS,0,0,0,32.88,-89.97,0,0,0.5,30
1993,2,15,2/15/1993,MS,0,0,0,33.32,-89.17,0,0,1,50
1993,2,21,2/21/1993,MS,1,0,0,31.83,-90.78,31.87,-90.72,4,73
1993,3,30,3/30/1993,MS,0,0,0,31.63,-89.42,0,0,0.5,40
1993,3,30,3/30/1993,MS,0,0,0,31.98,-90.3,0,0,1,50
1993,3,30,3/30/1993,MS,0,0,0,32.05,-90.18,0,0,1,40
1993,5,25,5/25/1993,MS,0,0,0,30.38,-88.62,0,0,1,50
1993,8,5,8/5/1993,MS,0,0,0,34.88,-89.98,0,0,2,100
1993,11,16,11/16/1993,MS,1,3,0,31.28,-90.63,31.35,-90.58,5,100
1993,12,4,12/4/1993,MS,0,0,0,31.18,-90.4,0,0,2,50
1993,12,4,12/4/1993,MS,0,0,0,31.5,-89.77,0,0,2,50
1993,12,4,12/4/1993,MS,0,0,0,31.65,-89.55,31.68,-89.5,3,73
1994,1,27,1/27/1994,MS,0,0,0,31.45,-90,0,0,1,50
1994,1,27,1/27/1994,MS,1,0,0,31.53,-89.77,31.6,-89.75,4,100
1994,1,27,1/27/1994,MS,1,0,0,31.7,-89.13,0,0,2,100
1994,1,27,1/27/1994,MS,2,7,0,31.52,-90.52,31.58,-90.42,6,40
1994,3,1,3/1/1994,MS,0,0,0,30.53,-88.68,0,0,1,50
1994,3,9,3/9/1994,MS,0,0,0,31.15,-89.45,0,0,2,50
1994,3,9,3/9/1994,MS,1,0,0,31.33,-89.25,31.38,-89.23,3,60
1994,3,24,3/24/1994,MS,0,0,0,34.88,-89.68,0,0,0.5,50
1994,3,24,3/24/1994,MS,0,0,0,34.95,-89.45,0,0,0.2,23
1994,4,12,4/12/1994,MS,1,1,0,30.55,-89.52,0,0,0.5,40
1994,4,12,4/12/1994,MS,2,16,2,30.47,-89.05,0,0,2,100
1994,4,15,4/15/1994,MS,0,0,0,31.63,-90.73,0,0,0.5,40
1994,4,26,4/26/1994,MS,0,0,0,34.97,-90.03,34.88,-90.02,3,50
1994,4,26,4/26/1994,MS,0,0,0,34.88,-89.93,0,0,1,50
1994,4,26,4/26/1994,MS,0,0,0,34.83,-89.57,0,0,0.5,23
1994,4,26,4/26/1994,MS,0,0,0,34.85,-89.62,0,0,0.2,10
1994,5,3,5/3/1994,MS,0,0,0,30.38,-89.4,0,0,1,30
1994,6,9,6/9/1994,MS,0,0,0,34.82,-90.22,34.82,-90.17,2,50
1994,6,9,6/9/1994,MS,0,0,0,34.2,-90.58,0,0,0.3,23
1994,6,26,6/26/1994,MS,0,0,0,34.93,-88.88,0,0,2,50
1994,6,26,6/26/1994,MS,0,0,0,34.78,-88.83,0,0,2,50
1994,6,26,6/26/1994,MS,0,0,0,34.73,-88.87,0,0,1.5,40
1994,6,26,6/26/1994,MS,1,1,0,34,-88.75,0,0,2,100
1994,7,13,7/13/1994,MS,0,0,0,32.57,-88.8,0,0,1,40
