date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location,Tornado,MAGITUDE,Deaths,WINDSPEED
11/28/2013,7,-4,0,8.7,2,16,1:54:00 AM,1:45:00 PM,6:39:00 AM,4:47:00 PM,-12,-1,0,-1,11,14,40,0,1031,7,10,188,6,mississippi,NO,0,0,0
11/29/2013,11,-1,0,8.7,2,8,2:54:00 AM,2:23:00 PM,6:39:00 AM,4:47:00 PM,-7,2,4,2,13,3,48,0,1032,11,10,102,7,mississippi,NO,0,0,0
11/30/2013,13,1,0,8.7,3,1,3:57:00 AM,3:06:00 PM,6:40:00 AM,4:47:00 PM,1,4,6,4,18,21,73,0,1028,13,10,148,11,mississippi,NO,0,0,0
12/1/2013,15,4,0,3.8,2,1,5:03:00 AM,3:54:00 PM,6:41:00 AM,4:47:00 PM,6,8,9,8,15,60,81,2.7,1021,15,10,206,9,mississippi,NO,0,0,0
12/2/2013,15,11,0,3.8,3,0,6:09:00 AM,4:49:00 PM,6:42:00 AM,4:47:00 PM,11,11,12,11,17,97,94,3.4,1011,15,7,184,11,mississippi,NO,0,0,0
12/3/2013,19,13,0,3.8,4,0,7:13:00 AM,5:50:00 PM,6:43:00 AM,4:47:00 PM,15,15,16,15,19,77,95,0.3,1007,19,5,162,11,mississippi,NO,0,0,0
12/4/2013,22,16,0,5.4,4,6,8:14:00 AM,6:55:00 PM,6:44:00 AM,4:47:00 PM,18,19,20,19,28,70,92,0.4,1010,22,8,181,15,mississippi,NO,0,0,0
12/5/2013,24,9,0,5.4,4,13,9:09:00 AM,8:03:00 PM,6:45:00 AM,4:47:00 PM,17,18,19,18,26,81,91,3.3,1014,24,6,239,15,mississippi,NO,0,0,0
12/6/2013,9,2,0,3.8,2,21,9:57:00 AM,9:11:00 PM,6:45:00 AM,4:47:00 PM,5,3,6,3,30,99,91,22.8,1019,9,7,216,15,mississippi,NO,0,0,0
12/7/2013,6,0,0,5.4,1,28,10:41:00 AM,10:17:00 PM,6:46:00 AM,4:47:00 PM,-1,-2,3,-2,27,76,78,0,1028,6,9,51,17,mississippi,NO,0,0,0
12/8/2013,7,2,0,3.8,1,35,11:21:00 AM,11:21:00 PM,6:47:00 AM,4:47:00 PM,4,4,5,4,10,99,92,18.4,1022,7,8,221,5,mississippi,NO,0,0,0
12/9/2013,7,3,0,7,2,43,11:58:00 AM,No moonset,6:48:00 AM,4:47:00 PM,3,2,5,2,21,70,88,14.3,1022,7,8,344,13,mississippi,NO,0,0,0
12/10/2013,5,-1,0,8.7,1,50,12:33:00 PM,12:23:00 AM,6:48:00 AM,4:47:00 PM,-1,-2,2,-2,24,31,82,1.6,1027,5,10,202,15,mississippi,NO,0,0,0
12/11/2013,9,-1,0,8.7,1,57,1:09:00 PM,1:24:00 AM,6:49:00 AM,4:48:00 PM,-2,1,3,1,16,22,71,0,1030,9,10,178,9,mississippi,NO,0,0,0
12/12/2013,6,-3,0,8.7,2,64,1:46:00 PM,2:22:00 AM,6:50:00 AM,4:48:00 PM,-7,-3,1,-3,22,5,58,0,1033,6,10,52,13,mississippi,NO,0,0,0
12/13/2013,10,-1,0,8.7,1,72,2:24:00 PM,3:20:00 AM,6:51:00 AM,4:48:00 PM,-5,2,4,2,19,56,53,0.8,1024,10,9,136,10,mississippi,NO,0,0,0
12/14/2013,12,4,0,3.7,2,79,3:06:00 PM,4:16:00 AM,6:51:00 AM,4:49:00 PM,6,5,8,5,29,87,90,24.5,1014,12,7,255,16,mississippi,NO,0,0,0
12/15/2013,5,0,0,5.4,1,86,3:50:00 PM,5:11:00 AM,6:52:00 AM,4:49:00 PM,0,0,3,0,21,49,84,0,1023,5,10,320,12,mississippi,NO,0,0,0
12/16/2013,12,0,0,8.7,2,93,4:36:00 PM,6:03:00 AM,6:53:00 AM,4:49:00 PM,1,2,5,2,20,1,76,0,1024,12,10,243,11,mississippi,NO,0,0,0
12/17/2013,15,3,0,8.7,3,100,5:27:00 PM,6:52:00 AM,6:53:00 AM,4:50:00 PM,5,6,8,6,24,6,81,0,1024,15,9,255,13,mississippi,NO,0,0,0
12/18/2013,13,3,0,8.7,3,100,6:18:00 PM,7:37:00 AM,6:54:00 AM,4:50:00 PM,3,5,7,5,19,2,78,0,1026,13,9,104,11,mississippi,NO,0,0,0
12/19/2013,15,3,0,7,2,85,7:11:00 PM,8:18:00 AM,6:54:00 AM,4:50:00 PM,4,7,9,7,28,28,71,0,1021,15,10,160,15,mississippi,NO,0,0,0
12/20/2013,19,11,0,3.7,3,77,8:04:00 PM,8:56:00 AM,6:55:00 AM,4:51:00 PM,14,14,15,14,31,89,95,3.5,1016,19,7,159,18,mississippi,NO,0,0,0
12/21/2013,23,16,0,3.7,4,70,8:57:00 PM,9:32:00 AM,6:55:00 AM,4:51:00 PM,19,20,20,20,45,85,95,11.4,1009,23,3,170,22,mississippi,YES,2,2,300
12/22/2013,20,11,0,7,4,63,9:51:00 PM,10:05:00 AM,6:56:00 AM,4:52:00 PM,13,15,16,15,21,74,86,24.7,1014,20,9,215,12,mississippi,NO,0,0,0
12/23/2013,10,1,0,7,1,56,10:45:00 PM,10:37:00 AM,6:56:00 AM,4:52:00 PM,0,1,5,1,30,49,76,0,1028,10,10,341,19,mississippi,NO,0,0,0
12/24/2013,4,-2,0,8.7,2,48,11:41:00 PM,11:09:00 AM,6:57:00 AM,4:53:00 PM,-7,-4,0,-4,22,1,61,0,1032,4,10,177,14,mississippi,NO,0,0,0
12/25/2013,8,-2,0,8.7,2,41,No moonrise,11:42:00 AM,6:57:00 AM,4:54:00 PM,-9,0,2,0,9,1,46,0,1029,8,10,158,5,mississippi,NO,0,0,0
12/26/2013,9,0,0,8.7,2,34,12:38:00 AM,12:17:00 PM,6:58:00 AM,4:54:00 PM,-1,1,3,1,16,9,74,0,1028,9,10,167,10,mississippi,NO,0,0,0
12/27/2013,10,0,0,8.7,2,27,1:39:00 AM,12:56:00 PM,6:58:00 AM,4:55:00 PM,-1,3,4,3,14,21,68,0,1029,10,10,37,8,mississippi,NO,0,0,0
12/28/2013,7,3,0,3.7,2,19,2:41:00 AM,1:41:00 PM,6:58:00 AM,4:56:00 PM,3,3,5,3,17,84,86,16.8,1022,7,8,92,9,mississippi,NO,0,0,0
12/29/2013,12,5,0,8.7,2,12,3:45:00 AM,2:30:00 PM,6:59:00 AM,4:56:00 PM,6,6,8,6,15,47,91,0,1017,12,9,264,8,mississippi,NO,0,0,0
12/30/2013,7,1,0,3.7,1,5,4:50:00 AM,3:28:00 PM,6:59:00 AM,4:57:00 PM,1,1,4,1,18,81,87,0,1024,7,7,211,12,mississippi,NO,0,0,0
12/31/2013,6,-1,0,7,1,1,5:53:00 AM,4:31:00 PM,6:59:00 AM,4:58:00 PM,-2,0,2,0,13,35,76,0,1029,6,10,198,8,mississippi,NO,0,0,0
1/1/2014,11,1,0,7,2,0,6:52:00 AM,5:40:00 PM,6:59:00 AM,4:58:00 PM,3,3,6,3,20,33,81,0,1023,11,10,155,12,mississippi,NO,0,0,0
1/2/2014,10,-3,0,5.3,1,2,7:46:00 AM,6:50:00 PM,7:00:00 AM,4:59:00 PM,1,0,4,0,37,57,83,4.1,1020,10,8,290,22,mississippi,NO,0,0,0
1/3/2014,2,-5,0,8.7,2,10,8:34:00 AM,7:59:00 PM,7:00:00 AM,5:00:00 PM,-13,-7,-2,-7,22,1,44,0,1030,2,10,129,14,mississippi,NO,0,0,0
1/4/2014,8,-4,0,8.7,2,17,9:17:00 AM,9:07:00 PM,7:00:00 AM,5:01:00 PM,-9,-3,1,-3,28,5,50,0,1023,8,10,153,16,mississippi,NO,0,0,0
1/5/2014,13,-3,0,3.8,1,24,9:57:00 AM,10:12:00 PM,7:00:00 AM,5:02:00 PM,2,0,4,0,38,74,90,7.9,1015,13,8,207,21,mississippi,NO,0,0,0
1/6/2014,-4,-9,0,8.7,2,31,10:34:00 AM,11:15:00 PM,7:00:00 AM,5:02:00 PM,-16,-15,-7,-15,40,18,51,0,1031,-4,8,326,24,mississippi,NO,0,0,0
1/7/2014,-3,-11,0,8.7,2,39,11:11:00 AM,No moonset,7:00:00 AM,5:03:00 PM,-21,-12,-7,-12,16,6,36,0,1035,-3,10,287,10,mississippi,NO,0,0,0
1/8/2014,5,-7,0,5.4,1,46,11:48:00 AM,12:16:00 AM,7:00:00 AM,5:04:00 PM,-23,-5,-2,-5,16,34,19,0,1032,5,10,144,9,mississippi,NO,0,0,0
1/9/2014,11,-2,0,8.7,1,53,12:25:00 PM,1:15:00 AM,7:00:00 AM,5:05:00 PM,-4,1,4,1,19,40,59,0,1028,11,10,138,10,mississippi,NO,0,0,0
1/10/2014,13,3,0,5.4,2,61,1:06:00 PM,2:11:00 AM,7:00:00 AM,5:06:00 PM,7,6,8,6,29,61,93,1.4,1018,13,10,154,17,mississippi,NO,0,0,0
1/11/2014,15,6,0,8.7,3,68,1:49:00 PM,3:06:00 AM,7:00:00 AM,5:07:00 PM,9,10,12,10,35,33,83,28.1,1012,15,8,268,18,mississippi,NO,0,0,0
1/12/2014,15,3,0,8.7,3,75,2:34:00 PM,3:59:00 AM,7:00:00 AM,5:08:00 PM,4,7,8,7,21,11,78,0,1019,15,10,218,12,mississippi,NO,0,0,0
1/13/2014,11,7,0,3.8,2,82,3:23:00 PM,4:48:00 AM,7:00:00 AM,5:09:00 PM,8,7,9,7,32,81,93,16.4,1014,11,7,196,19,mississippi,NO,0,0,0
1/14/2014,15,5,0,8.7,3,90,4:13:00 PM,5:35:00 AM,6:59:00 AM,5:10:00 PM,6,7,9,7,23,13,82,0,1016,15,9,275,12,mississippi,NO,0,0,0
1/15/2014,7,-2,0,8.7,2,97,5:05:00 PM,6:17:00 AM,6:59:00 AM,5:11:00 PM,-2,0,4,0,27,29,66,0.6,1021,7,9,329,16,mississippi,NO,0,0,0
1/16/2014,12,-2,0,8.7,2,100,5:58:00 PM,6:57:00 AM,6:59:00 AM,5:11:00 PM,-4,1,4,1,21,14,60,0,1018,12,10,219,13,mississippi,NO,0,0,0
1/17/2014,6,-2,0,8.7,1,89,6:52:00 PM,7:33:00 AM,6:59:00 AM,5:12:00 PM,-2,-1,3,-1,30,20,73,0,1019,6,10,288,16,mississippi,NO,0,0,0
1/18/2014,11,-2,0,8.7,2,81,7:46:00 PM,8:07:00 AM,6:58:00 AM,5:13:00 PM,-5,0,3,0,27,13,58,0,1020,11,10,236,15,mississippi,NO,0,0,0
1/19/2014,10,2,0,8.7,3,74,8:40:00 PM,8:40:00 AM,6:58:00 AM,5:14:00 PM,1,2,5,2,23,8,79,0,1020,10,10,273,13,mississippi,NO,0,0,0
1/20/2014,16,3,0,8.7,3,67,9:35:00 PM,9:12:00 AM,6:58:00 AM,5:15:00 PM,4,6,8,6,22,5,76,0,1016,16,10,226,13,mississippi,NO,0,0,0
1/21/2014,9,-5,0,7.1,1,59,10:30:00 PM,9:44:00 AM,6:57:00 AM,5:16:00 PM,-3,-2,3,-2,37,37,70,0,1019,9,10,311,23,mississippi,NO,0,0,0
1/22/2014,3,-6,0,8.7,2,52,11:28:00 PM,10:18:00 AM,6:57:00 AM,5:17:00 PM,-15,-4,-2,-4,14,8,37,0,1023,3,10,269,8,mississippi,NO,0,0,0
1/23/2014,2,-6,0,8.7,2,45,No moonrise,10:54:00 AM,6:56:00 AM,5:18:00 PM,-10,-6,-1,-6,26,29,52,0,1032,2,10,226,16,mississippi,NO,0,0,0
1/24/2014,1,-8,0,8.7,2,38,12:26:00 AM,11:34:00 AM,6:56:00 AM,5:19:00 PM,-19,-8,-4,-8,18,6,31,0,1035,1,10,138,10,mississippi,NO,0,0,0
1/25/2014,9,-5,0,8.7,2,30,1:28:00 AM,12:19:00 PM,6:55:00 AM,5:20:00 PM,-8,-3,1,-3,27,11,53,0,1018,9,10,246,15,mississippi,NO,0,0,0
1/26/2014,13,-2,0,8.7,3,23,2:30:00 AM,1:11:00 PM,6:55:00 AM,5:21:00 PM,1,3,6,3,22,28,73,0,1013,13,10,208,13,mississippi,NO,0,0,0
1/27/2014,7,-4,0,7.1,1,16,3:33:00 AM,2:09:00 PM,6:54:00 AM,5:22:00 PM,-3,-2,3,-2,34,34,67,0,1019,7,8,130,21,mississippi,NO,0,0,0
1/28/2014,-4,-7,0,5.6,1,9,4:32:00 AM,3:14:00 PM,6:54:00 AM,5:23:00 PM,-19,-11,-5,-11,30,59,35,0.1,1028,-4,9,200,20,mississippi,NO,0,0,0
1/29/2014,0,-10,0,8.7,2,1,5:29:00 AM,4:23:00 PM,6:53:00 AM,5:24:00 PM,-29,-9,-5,-9,15,25,15,0,1031,0,10,134,9,mississippi,NO,0,0,0
1/30/2014,5,-8,0,8.7,2,0,6:20:00 AM,5:34:00 PM,6:52:00 AM,5:25:00 PM,-19,-6,-2,-6,22,7,35,0,1024,5,10,150,12,mississippi,NO,0,0,0
1/31/2014,12,-3,0,8.7,2,0,7:07:00 AM,6:43:00 PM,6:52:00 AM,5:26:00 PM,-3,0,3,0,24,9,65,0,1020,12,10,161,14,mississippi,NO,0,0,0
2/1/2014,16,1,0,8.7,3,6,7:49:00 AM,7:52:00 PM,6:51:00 AM,5:27:00 PM,5,6,8,6,27,15,83,0,1018,16,10,163,15,mississippi,NO,0,0,0
2/2/2014,14,3,0,4,3,14,8:29:00 AM,8:58:00 PM,6:50:00 AM,5:28:00 PM,10,9,11,9,32,88,96,41.1,1015,14,6,235,14,mississippi,NO,0,0,0
2/3/2014,7,2,0,7.1,1,21,9:08:00 AM,10:02:00 PM,6:50:00 AM,5:29:00 PM,1,0,3,0,26,53,87,5.7,1022,7,9,58,16,mississippi,NO,0,0,0
2/4/2014,13,0,0,5.6,2,29,9:46:00 AM,11:04:00 PM,6:49:00 AM,5:30:00 PM,5,4,7,4,28,70,92,34.7,1016,13,8,141,13,mississippi,NO,0,0,0
2/5/2014,7,-2,0,4.1,1,36,10:24:00 AM,No moonset,6:48:00 AM,5:31:00 PM,-1,-2,2,-2,30,65,82,8.2,1023,7,7,307,18,mississippi,NO,0,0,0
2/6/2014,3,-3,0,7.2,1,44,11:05:00 AM,12:03:00 AM,6:47:00 AM,5:32:00 PM,-7,-5,-1,-5,23,40,65,0.1,1029,3,10,65,15,mississippi,NO,0,0,0
2/7/2014,6,-4,0,8.7,2,51,11:47:00 AM,1:00:00 AM,6:46:00 AM,5:33:00 PM,-7,-3,0,-3,16,27,61,0,1028,6,10,54,10,mississippi,NO,0,0,0
2/8/2014,8,-1,0.4,7.2,1,59,12:32:00 PM,1:54:00 AM,6:46:00 AM,5:34:00 PM,-1,2,3,2,9,53,75,1.1,1023,8,10,207,4,mississippi,NO,0,0,0
2/9/2014,11,1,0,5.6,2,66,1:20:00 PM,2:44:00 AM,6:45:00 AM,5:35:00 PM,3,4,6,4,15,53,84,0,1020,11,10,173,8,mississippi,NO,0,0,0
2/10/2014,6,0,0,7.2,1,74,2:09:00 PM,3:32:00 AM,6:44:00 AM,5:36:00 PM,0,0,3,0,24,72,76,3.1,1022,6,10,15,16,mississippi,NO,0,0,0
2/11/2014,2,-2,1.8,7.2,1,81,3:00:00 PM,4:15:00 AM,6:43:00 AM,5:36:00 PM,-3,-4,0,-4,24,72,77,10.8,1024,2,6,29,15,mississippi,NO,0,0,0
2/12/2014,3,0,0,4.1,1,89,3:53:00 PM,4:56:00 AM,6:42:00 AM,5:37:00 PM,1,-2,2,-2,20,98,93,18,1017,3,6,98,13,mississippi,NO,0,0,0
2/13/2014,10,-1,0,8.7,1,97,4:47:00 PM,5:34:00 AM,6:41:00 AM,5:38:00 PM,1,0,3,0,23,25,86,0,1015,10,10,288,13,mississippi,NO,0,0,0
2/14/2014,13,2,0,7.2,2,100,5:41:00 PM,6:09:00 AM,6:40:00 AM,5:39:00 PM,4,4,6,4,29,46,83,7.2,1011,13,9,242,16,mississippi,NO,0,0,0
2/15/2014,9,-2,0,8.7,2,88,6:35:00 PM,6:42:00 AM,6:39:00 AM,5:40:00 PM,-2,0,3,0,20,15,76,0,1020,9,10,197,10,mississippi,NO,0,0,0
2/16/2014,17,1,0,8.7,3,81,7:30:00 PM,7:15:00 AM,6:38:00 AM,5:41:00 PM,3,6,8,6,15,7,75,0,1020,17,10,216,9,mississippi,NO,0,0,0
2/17/2014,17,6,0,4.1,3,73,8:25:00 PM,7:48:00 AM,6:37:00 AM,5:42:00 PM,10,11,12,11,26,73,92,2,1018,17,6,187,13,mississippi,NO,0,0,0
2/18/2014,18,8,0,7.2,3,66,9:22:00 PM,8:21:00 AM,6:36:00 AM,5:43:00 PM,12,13,14,13,25,39,89,1.4,1018,18,8,129,14,mississippi,NO,0,0,0
2/19/2014,21,14,0,4.2,4,58,10:20:00 PM,8:56:00 AM,6:35:00 AM,5:44:00 PM,15,17,17,17,23,60,90,1.9,1015,21,10,194,13,mississippi,NO,0,0,0
2/20/2014,23,15,0,5.7,4,51,11:19:00 PM,9:35:00 AM,6:34:00 AM,5:45:00 PM,17,19,20,19,43,70,88,20.1,1011,23,5,186,24,mississippi,YES,1,0,100
2/21/2014,14,6,0,8.7,3,43,No moonrise,10:16:00 AM,6:33:00 AM,5:45:00 PM,2,8,10,8,19,17,64,12.4,1019,14,9,279,10,mississippi,NO,0,0,0
2/22/2014,17,6,0,8.7,4,36,12:19:00 AM,11:04:00 AM,6:31:00 AM,5:46:00 PM,4,10,11,10,19,18,63,0,1018,17,10,163,11,mississippi,NO,0,0,0
2/23/2014,20,7,0,8.7,4,28,1:20:00 AM,11:58:00 AM,6:30:00 AM,5:47:00 PM,7,11,12,11,16,12,73,0,1016,20,10,236,8,mississippi,NO,0,0,0
2/24/2014,14,4,0,8.7,3,20,2:18:00 AM,12:57:00 PM,6:29:00 AM,5:48:00 PM,3,6,9,6,23,24,70,0,1021,14,10,40,14,mississippi,NO,0,0,0
2/25/2014,13,6,0,7.2,2,13,3:14:00 AM,2:01:00 PM,6:28:00 AM,5:49:00 PM,6,8,9,8,16,59,80,0.7,1018,13,8,91,9,mississippi,NO,0,0,0
2/26/2014,6,-3,1.2,7.2,1,5,4:06:00 AM,3:09:00 PM,6:27:00 AM,5:50:00 PM,-3,-2,2,-2,30,51,74,5.7,1019,6,8,230,18,mississippi,NO,0,0,0
2/27/2014,9,-4,0,8.7,2,0,4:54:00 AM,4:18:00 PM,6:26:00 AM,5:50:00 PM,-9,-1,1,-1,16,0,49,0,1018,9,10,316,10,mississippi,NO,0,0,0
2/28/2014,13,-1,0,8.7,2,0,5:39:00 AM,5:27:00 PM,6:24:00 AM,5:51:00 PM,-1,3,5,3,21,38,63,0.9,1018,13,8,121,11,mississippi,NO,0,0,0
3/1/2014,18,6,0,4.2,3,0,6:20:00 AM,6:35:00 PM,6:23:00 AM,5:52:00 PM,10,11,12,11,21,81,88,0.6,1020,18,9,155,12,mississippi,NO,0,0,0
3/2/2014,22,13,0,7.2,4,2,7:00:00 AM,7:42:00 PM,6:22:00 AM,5:53:00 PM,15,16,17,16,26,70,89,3.1,1017,22,9,194,16,mississippi,NO,0,0,0
3/3/2014,12,-2,0,5.7,1,9,7:40:00 AM,8:46:00 PM,6:21:00 AM,5:54:00 PM,-2,-3,2,-3,34,69,78,6.2,1022,12,8,298,20,mississippi,NO,0,0,0
3/4/2014,6,-3,0,7.2,1,16,8:19:00 AM,9:48:00 PM,6:19:00 AM,5:55:00 PM,-4,0,1,0,9,54,70,0,1023,6,10,125,5,mississippi,NO,0,0,0
3/5/2014,13,1,0,8.7,2,24,9:00:00 AM,10:48:00 PM,6:18:00 AM,5:55:00 PM,3,5,6,5,15,36,78,0,1020,13,10,66,8,mississippi,NO,0,0,0
3/6/2014,10,4,0,5.7,2,31,9:43:00 AM,11:44:00 PM,6:17:00 AM,5:56:00 PM,5,5,7,5,16,62,91,11,1017,10,7,55,8,mississippi,NO,0,0,0
3/7/2014,16,2,0,8.7,3,38,10:27:00 AM,No moonset,6:16:00 AM,5:57:00 PM,5,7,8,7,12,15,80,0,1017,16,10,253,6,mississippi,NO,0,0,0
3/8/2014,19,6,0,8.7,4,46,11:15:00 AM,12:37:00 AM,6:14:00 AM,5:58:00 PM,8,11,12,11,16,13,79,0,1019,19,10,242,8,mississippi,NO,0,0,0
3/9/2014,18,8,0,8.7,3,53,12:04:00 PM,1:27:00 AM,6:13:00 AM,5:58:00 PM,8,11,12,11,17,30,82,0,1022,18,10,217,9,mississippi,NO,0,0,0
3/10/2014,20,8,0,11.5,4,60,1:55:00 PM,3:12:00 AM,7:12:00 AM,6:59:00 PM,10,13,13,13,19,14,84,0,1017,20,9,274,10,mississippi,NO,0,0,0
3/11/2014,23,11,0,8.8,4,67,2:47:00 PM,3:54:00 AM,7:11:00 AM,7:00:00 PM,14,16,17,16,20,49,89,2.5,1008,23,7,211,11,mississippi,NO,0,0,0
3/12/2014,17,4,0,10.2,3,75,3:40:00 PM,4:32:00 AM,7:10:00 AM,7:01:00 PM,8,9,11,9,37,52,80,0.1,1011,17,9,296,21,mississippi,NO,0,0,0
3/13/2014,16,2,0,11.6,3,82,4:33:00 PM,5:09:00 AM,7:08:00 AM,7:02:00 PM,2,7,8,7,16,2,67,0,1023,16,10,289,8,mississippi,NO,0,0,0
3/14/2014,18,4,0,10.2,3,89,5:28:00 PM,5:43:00 AM,7:07:00 AM,7:02:00 PM,4,10,11,10,25,27,66,0.2,1021,18,10,194,14,mississippi,NO,0,0,0
3/15/2014,19,10,0,10.2,3,96,6:23:00 PM,6:16:00 AM,7:06:00 AM,7:03:00 PM,11,14,14,14,16,61,81,3.8,1017,19,10,171,9,mississippi,NO,0,0,0
3/16/2014,20,10,0,7.4,4,100,7:19:00 PM,6:49:00 AM,7:04:00 AM,7:04:00 PM,13,15,15,15,26,85,90,24.9,1005,20,7,216,14,mississippi,NO,0,0,0
3/17/2014,9,4,0,6,2,89,8:16:00 PM,7:23:00 AM,7:03:00 AM,7:05:00 PM,3,4,6,4,21,79,79,0,1010,9,8,330,12,mississippi,NO,0,0,0
3/18/2014,15,2,0,11.6,3,82,9:14:00 PM,7:58:00 AM,7:02:00 AM,7:05:00 PM,5,7,9,7,21,5,78,0,1012,15,10,150,12,mississippi,NO,0,0,0
3/19/2014,19,6,0,10.2,3,74,10:13:00 PM,8:35:00 AM,7:00:00 AM,7:06:00 PM,9,10,11,10,26,37,87,0,1017,19,8,236,14,mississippi,NO,0,0,0
3/20/2014,19,6,0,11.6,4,67,11:14:00 PM,9:17:00 AM,6:59:00 AM,7:07:00 PM,6,10,11,10,15,9,73,0,1020,19,9,149,8,mississippi,NO,0,0,0
3/21/2014,22,6,0,10.3,3,60,No moonrise,10:03:00 AM,6:58:00 AM,7:08:00 PM,6,12,13,12,22,24,64,0,1017,22,10,178,13,mississippi,NO,0,0,0
3/22/2014,23,12,0,10.3,4,53,12:13:00 AM,10:54:00 AM,6:56:00 AM,7:08:00 PM,13,16,17,16,19,45,83,0.1,1016,23,8,201,11,mississippi,NO,0,0,0
3/23/2014,14,7,0,11.6,3,45,1:12:00 AM,11:50:00 AM,6:55:00 AM,7:09:00 PM,7,9,11,9,31,46,79,8.6,1020,14,8,98,18,mississippi,NO,0,0,0
3/24/2014,17,7,0,8.9,3,38,2:07:00 AM,12:50:00 PM,6:53:00 AM,7:10:00 PM,9,10,12,10,24,60,81,0,1016,17,9,215,13,mississippi,NO,0,0,0
3/25/2014,14,6,0,10.3,3,31,2:59:00 AM,1:55:00 PM,6:52:00 AM,7:11:00 PM,10,8,10,8,30,64,81,0,1016,14,9,196,15,mississippi,NO,0,0,0
3/26/2014,16,5,0,10.3,2,24,3:47:00 AM,3:01:00 PM,6:51:00 AM,7:11:00 PM,9,8,10,8,19,49,78,0,1018,16,9,185,12,mississippi,NO,0,0,0
3/27/2014,15,4,0,10.3,3,16,4:31:00 AM,4:07:00 PM,6:49:00 AM,7:12:00 PM,5,8,10,8,36,55,75,7.5,1019,15,9,158,18,mississippi,NO,0,0,0
3/28/2014,18,13,0,6.3,4,9,5:12:00 AM,5:14:00 PM,6:48:00 AM,7:13:00 PM,15,15,15,15,27,87,96,35,1014,18,4,145,14,mississippi,NO,0,0,0
3/29/2014,15,8,0,7.7,3,2,5:52:00 AM,6:20:00 PM,6:47:00 AM,7:14:00 PM,9,11,12,11,31,68,86,26.1,1017,15,8,289,17,mississippi,NO,0,0,0
3/30/2014,18,3,0,11.6,2,0,6:31:00 AM,7:26:00 PM,6:45:00 AM,7:14:00 PM,5,8,10,8,16,16,76,0,1023,18,9,265,8,mississippi,NO,0,0,0
3/31/2014,22,7,0,11.6,4,0,7:11:00 AM,8:29:00 PM,6:44:00 AM,7:15:00 PM,8,13,14,13,22,14,69,0,1019,22,10,173,12,mississippi,NO,0,0,0
4/1/2014,25,11,0,9,4,5,7:52:00 AM,9:31:00 PM,6:43:00 AM,7:16:00 PM,14,18,19,18,21,39,79,0,1018,25,9,209,12,mississippi,NO,0,0,0
4/2/2014,25,13,0,10.3,4,13,8:34:00 AM,10:30:00 PM,6:41:00 AM,7:17:00 PM,16,18,19,18,26,48,89,1.6,1017,25,8,186,15,mississippi,NO,0,0,0
4/3/2014,25,18,0,9,5,21,9:19:00 AM,11:26:00 PM,6:40:00 AM,7:17:00 PM,18,21,22,21,34,60,86,0.3,1012,25,10,183,18,mississippi,NO,0,0,0
4/4/2014,21,11,0,10.3,4,28,10:06:00 AM,No moonset,6:39:00 AM,7:18:00 PM,14,17,18,17,32,45,84,26.3,1013,21,7,257,17,mississippi,NO,0,0,0
4/5/2014,16,7,0,10.3,3,36,10:56:00 AM,12:18:00 AM,6:37:00 AM,7:19:00 PM,6,10,11,10,20,30,74,0,1019,16,10,94,11,mississippi,NO,0,0,0
4/6/2014,17,9,0,7.7,3,43,11:47:00 AM,1:06:00 AM,6:36:00 AM,7:20:00 PM,11,12,13,12,21,70,86,35.4,1013,17,8,101,11,mississippi,YES,1,0,150
4/7/2014,18,8,0,7.7,3,51,12:38:00 PM,1:49:00 AM,6:35:00 AM,7:20:00 PM,12,13,14,13,31,61,90,10.7,1006,18,7,249,16,mississippi,YES,2,8,600
4/8/2014,17,6,0,9,3,58,1:31:00 PM,2:29:00 AM,6:33:00 AM,7:21:00 PM,8,10,11,10,19,39,85,3.4,1011,17,8,276,10,mississippi,NO,0,0,0
4/9/2014,20,7,0,11.6,3,66,2:24:00 PM,3:06:00 AM,6:32:00 AM,7:22:00 PM,8,12,13,12,20,20,77,0,1020,20,9,296,11,mississippi,NO,0,0,0
4/10/2014,24,9,0,11.6,5,73,3:19:00 PM,3:41:00 AM,6:31:00 AM,7:23:00 PM,9,14,16,14,26,2,70,0,1021,24,10,191,15,mississippi,NO,0,0,0
4/11/2014,24,11,0,11.6,4,81,4:13:00 PM,4:14:00 AM,6:30:00 AM,7:23:00 PM,13,16,17,16,24,30,78,0,1020,24,9,187,13,mississippi,NO,0,0,0
4/12/2014,26,14,0,11.6,4,89,5:08:00 PM,4:47:00 AM,6:28:00 AM,7:24:00 PM,15,19,19,19,26,40,81,0,1018,26,8,183,14,mississippi,NO,0,0,0
4/13/2014,26,13,0,10.3,4,96,6:05:00 PM,5:21:00 AM,6:27:00 AM,7:25:00 PM,15,20,21,20,35,34,75,0.3,1014,26,10,173,20,mississippi,NO,0,0,0
4/14/2014,24,9,0,6.5,4,100,7:04:00 PM,5:56:00 AM,6:26:00 AM,7:26:00 PM,16,18,18,18,34,86,90,52.1,1009,24,7,201,17,mississippi,NO,0,0,0
