date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location,Tornado,MAGITUDE,Deaths,WINDSPEED
5/4/2017,17,10,0,6.7,3,55,2:06:00 PM,2:40:00 AM,6:04:00 AM,7:41:00 PM,12,13,14,13,34,94,90,11.9,1006,17,5,240,17,mississippi,NO,0,0,0
5/5/2017,18,8,0,9.1,3,62,3:04:00 PM,3:18:00 AM,6:03:00 AM,7:42:00 PM,7,10,12,10,30,64,78,1,1008,18,6,308,16,mississippi,NO,0,0,0
5/6/2017,24,9,0,11.6,5,70,4:00:00 PM,3:53:00 AM,6:02:00 AM,7:42:00 PM,9,16,17,16,24,4,64,0,1012,24,10,257,13,mississippi,NO,0,0,0
5/7/2017,25,12,0,11.6,5,77,4:56:00 PM,4:25:00 AM,6:01:00 AM,7:43:00 PM,9,18,18,18,14,3,62,0,1016,25,9,122,7,mississippi,NO,0,0,0
5/8/2017,28,12,0,13.4,5,84,5:51:00 PM,4:58:00 AM,6:00:00 AM,7:44:00 PM,10,20,20,20,11,0,56,0,1018,28,10,142,5,mississippi,NO,0,0,0
5/9/2017,30,15,0,13.9,6,91,6:45:00 PM,5:31:00 AM,5:59:00 AM,7:45:00 PM,15,23,23,23,15,9,67,0,1017,30,10,233,8,mississippi,NO,0,0,0
5/10/2017,30,17,0,13.9,6,99,7:39:00 PM,6:05:00 AM,5:58:00 AM,7:45:00 PM,16,24,24,24,17,6,68,0,1017,30,10,232,9,mississippi,NO,0,0,0
5/11/2017,29,19,0,13.3,5,100,8:32:00 PM,6:42:00 AM,5:58:00 AM,7:46:00 PM,17,24,24,23,18,51,72,0,1014,29,10,231,9,mississippi,NO,0,0,0
5/12/2017,26,17,0,8.7,5,87,9:25:00 PM,7:21:00 AM,5:57:00 AM,7:47:00 PM,18,21,22,21,15,67,89,15.5,1009,26,8,162,7,mississippi,NO,0,0,0
5/13/2017,24,16,0,11,4,80,10:15:00 PM,8:03:00 AM,5:56:00 AM,7:48:00 PM,16,19,20,19,22,54,83,0.4,1010,24,7,136,12,mississippi,NO,0,0,0
5/14/2017,30,13,0,13.9,6,72,11:04:00 PM,8:48:00 AM,5:55:00 AM,7:48:00 PM,13,21,21,21,10,0,63,0,1015,30,10,134,4,mississippi,NO,0,0,0
5/15/2017,31,15,0,13.9,6,65,11:50:00 PM,9:37:00 AM,5:55:00 AM,7:49:00 PM,15,24,24,23,10,1,64,0,1015,31,10,155,5,mississippi,NO,0,0,0
5/16/2017,32,18,0,14,6,58,No moonrise,10:28:00 AM,5:54:00 AM,7:50:00 PM,16,26,26,25,21,5,61,0,1015,32,10,163,11,mississippi,NO,0,0,0
5/17/2017,32,18,0,14,7,50,12:33:00 AM,11:23:00 AM,5:53:00 AM,7:50:00 PM,16,26,26,25,28,14,65,0,1014,32,10,179,14,mississippi,NO,0,0,0
5/18/2017,30,20,0,11,5,43,1:14:00 AM,12:19:00 PM,5:53:00 AM,7:51:00 PM,20,27,27,25,24,43,85,1.4,1015,30,6,177,12,mississippi,NO,0,0,0
5/19/2017,33,21,0,14,7,36,1:52:00 AM,1:18:00 PM,5:52:00 AM,7:52:00 PM,20,29,29,26,21,29,74,0,1015,33,9,167,10,mississippi,NO,0,0,0
5/20/2017,29,21,0,11.1,5,29,2:29:00 AM,2:18:00 PM,5:52:00 AM,7:53:00 PM,22,27,27,24,21,52,88,63,1015,29,7,171,10,mississippi,NO,0,0,0
5/21/2017,29,20,0,12.2,5,21,3:06:00 AM,3:21:00 PM,5:51:00 AM,7:53:00 PM,21,25,25,24,15,57,87,3.2,1018,29,8,256,7,mississippi,NO,0,0,0
5/22/2017,26,18,0,9.9,5,14,3:44:00 AM,4:26:00 PM,5:50:00 AM,7:54:00 PM,18,21,21,21,13,77,86,10.2,1016,26,7,213,6,mississippi,NO,0,0,0
5/23/2017,25,18,0,11.1,5,7,4:23:00 AM,5:34:00 PM,5:50:00 AM,7:55:00 PM,18,21,21,21,13,64,88,5.1,1008,25,8,274,7,mississippi,NO,0,0,0
5/24/2017,21,13,0,12.2,4,0,5:07:00 AM,6:43:00 PM,5:49:00 AM,7:55:00 PM,14,17,17,17,25,62,84,23.2,1003,21,8,269,14,mississippi,NO,0,0,0
5/25/2017,25,11,0,14.1,5,0,5:54:00 AM,7:54:00 PM,5:49:00 AM,7:56:00 PM,12,17,18,17,19,6,72,0,1010,25,8,248,10,mississippi,NO,0,0,0
5/26/2017,31,15,0,14.1,6,0,6:47:00 AM,9:02:00 PM,5:49:00 AM,7:57:00 PM,14,23,23,23,24,6,62,0,1014,31,10,192,13,mississippi,NO,0,0,0
5/27/2017,29,18,0,11.1,5,8,7:45:00 AM,10:06:00 PM,5:48:00 AM,7:57:00 PM,21,27,27,24,23,54,79,4.5,1014,29,10,204,12,mississippi,NO,0,0,0
5/28/2017,31,21,0,12.2,6,15,8:47:00 AM,11:04:00 PM,5:48:00 AM,7:58:00 PM,21,27,27,25,19,45,79,19.4,1014,31,8,237,10,mississippi,NO,0,0,0
5/29/2017,27,20,0,11.1,5,22,9:51:00 AM,11:55:00 PM,5:47:00 AM,7:58:00 PM,20,25,25,23,16,50,82,21.2,1016,27,8,216,7,mississippi,NO,0,0,0
5/30/2017,28,19,0,13.4,5,29,10:55:00 AM,No moonset,5:47:00 AM,7:59:00 PM,20,24,24,23,12,31,84,1.4,1019,28,9,226,6,mississippi,NO,0,0,0
5/31/2017,30,18,0,14.5,6,33,11:57:00 AM,12:39:00 AM,5:47:00 AM,8:00:00 PM,19,25,25,24,11,11,75,0,1019,30,9,173,5,mississippi,NO,0,0,0
6/1/2017,29,18,0,13.4,5,46,12:57:00 PM,1:19:00 AM,5:46:00 AM,8:00:00 PM,19,25,25,24,11,40,78,3.3,1017,29,9,157,6,mississippi,NO,0,0,0
6/2/2017,28,21,0,11.3,5,53,1:55:00 PM,1:55:00 AM,5:46:00 AM,8:01:00 PM,21,25,25,24,11,58,87,6.2,1016,28,9,119,6,mississippi,NO,0,0,0
6/3/2017,28,20,0,10.2,5,61,2:51:00 PM,2:29:00 AM,5:46:00 AM,8:01:00 PM,22,26,26,24,15,51,88,12.7,1015,28,9,137,8,mississippi,NO,0,0,0
6/4/2017,29,20,0,9.1,5,68,3:46:00 PM,3:01:00 AM,5:46:00 AM,8:02:00 PM,22,26,26,24,18,66,90,16.7,1013,29,9,188,9,mississippi,NO,0,0,0
6/5/2017,27,20,0,10.2,5,76,4:40:00 PM,3:34:00 AM,5:46:00 AM,8:02:00 PM,21,25,25,23,14,62,90,18.8,1009,27,8,170,7,mississippi,NO,0,0,0
6/6/2017,24,20,0,10.2,5,83,5:35:00 PM,4:07:00 AM,5:45:00 AM,8:03:00 PM,21,22,23,22,13,65,95,13.4,1008,24,8,51,7,mississippi,NO,0,0,0
6/7/2017,28,17,0,14.5,6,91,6:28:00 PM,4:42:00 AM,5:45:00 AM,8:03:00 PM,14,23,23,22,25,4,66,0,1011,28,10,20,14,mississippi,NO,0,0,0
6/8/2017,26,15,0,14.5,6,98,7:21:00 PM,5:20:00 AM,5:45:00 AM,8:04:00 PM,13,20,21,20,18,0,68,0,1013,26,10,179,9,mississippi,NO,0,0,0
6/9/2017,29,14,0,14.5,6,100,8:12:00 PM,6:01:00 AM,5:45:00 AM,8:04:00 PM,15,22,22,22,9,0,69,0,1014,29,10,173,4,mississippi,NO,0,0,0
6/10/2017,31,16,0,14.5,6,87,9:02:00 PM,6:45:00 AM,5:45:00 AM,8:05:00 PM,16,25,25,24,15,24,65,0,1016,31,10,142,8,mississippi,NO,0,0,0
6/11/2017,32,19,0,14.5,7,79,9:49:00 PM,7:33:00 AM,5:45:00 AM,8:05:00 PM,19,27,27,26,17,14,68,0,1018,32,10,154,9,mississippi,NO,0,0,0
6/12/2017,32,21,0,13.4,6,71,10:32:00 PM,8:24:00 AM,5:45:00 AM,8:05:00 PM,21,29,29,26,17,44,77,0.4,1018,32,7,160,9,mississippi,NO,0,0,0
6/13/2017,32,21,0,13.4,6,64,11:14:00 PM,9:17:00 AM,5:45:00 AM,8:06:00 PM,21,29,29,26,14,54,78,0.2,1017,32,7,155,7,mississippi,NO,0,0,0
6/14/2017,32,21,0,13.4,6,56,11:53:00 PM,10:12:00 AM,5:45:00 AM,8:06:00 PM,22,29,29,26,13,26,77,1.6,1016,32,8,209,6,mississippi,NO,0,0,0
6/15/2017,33,22,0,11.3,6,49,No moonrise,11:09:00 AM,5:45:00 AM,8:07:00 PM,23,30,30,26,16,41,83,8.4,1014,33,7,246,8,mississippi,NO,0,0,0
6/16/2017,33,21,0,14.5,6,41,12:29:00 AM,12:08:00 PM,5:45:00 AM,8:07:00 PM,21,29,29,26,12,19,78,1.2,1012,33,8,246,7,mississippi,YES,1,0,100
6/17/2017,33,20,0,14.5,6,34,1:05:00 AM,1:08:00 PM,5:45:00 AM,8:07:00 PM,20,28,28,26,12,10,71,0.1,1010,33,8,228,5,mississippi,NO,0,0,0
6/18/2017,29,22,0,11.3,5,26,1:41:00 AM,2:10:00 PM,5:45:00 AM,8:07:00 PM,23,28,28,25,18,59,91,3,1011,29,8,203,9,mississippi,NO,0,0,0
6/19/2017,30,22,0,11.3,6,19,2:18:00 AM,3:14:00 PM,5:46:00 AM,8:08:00 PM,23,28,28,25,13,59,86,5.2,1014,30,7,206,6,mississippi,NO,0,0,0
6/20/2017,31,21,0,14.5,7,11,2:58:00 AM,4:21:00 PM,5:46:00 AM,8:08:00 PM,20,27,27,25,16,21,75,0,1016,31,8,91,9,mississippi,NO,0,0,0
6/21/2017,25,21,0,10.2,5,4,3:42:00 AM,5:30:00 PM,5:46:00 AM,8:08:00 PM,21,25,25,23,24,89,94,33.6,1015,25,5,108,14,mississippi,NO,0,0,0
6/22/2017,28,23,0,9.1,5,0,4:31:00 AM,6:38:00 PM,5:46:00 AM,8:08:00 PM,23,28,28,25,35,89,92,26.9,1012,28,8,151,18,mississippi,NO,0,0,0
6/23/2017,27,23,0,10.2,5,0,5:26:00 AM,7:46:00 PM,5:47:00 AM,8:08:00 PM,23,28,28,25,34,63,90,13.8,1011,27,9,208,17,mississippi,NO,0,0,0
6/24/2017,31,21,0,13.4,6,0,6:26:00 AM,8:48:00 PM,5:47:00 AM,8:09:00 PM,21,28,28,26,18,41,78,2,1016,31,10,310,10,mississippi,NO,0,0,0
6/25/2017,28,18,0,14.5,6,4,7:31:00 AM,9:44:00 PM,5:47:00 AM,8:09:00 PM,16,23,23,23,16,17,66,0,1021,28,10,26,9,mississippi,NO,0,0,0
6/26/2017,30,16,0,14.5,6,11,8:36:00 AM,10:33:00 PM,5:47:00 AM,8:09:00 PM,14,23,23,23,12,5,58,0,1020,30,10,30,6,mississippi,NO,0,0,0
6/27/2017,31,19,0,14.5,6,19,9:42:00 AM,11:16:00 PM,5:48:00 AM,8:09:00 PM,15,25,25,24,13,17,58,0,1018,31,10,46,7,mississippi,NO,0,0,0
6/28/2017,32,19,0,14.5,7,26,10:45:00 AM,11:55:00 PM,5:48:00 AM,8:09:00 PM,17,26,26,25,18,10,65,0,1017,32,10,130,9,mississippi,NO,0,0,0
6/29/2017,27,21,0,9.1,5,34,11:46:00 AM,No moonset,5:49:00 AM,8:09:00 PM,22,26,26,23,21,81,95,8.9,1016,27,8,162,11,mississippi,NO,0,0,0
6/30/2017,30,22,0,11.3,6,42,12:44:00 PM,12:30:00 AM,5:49:00 AM,8:09:00 PM,23,29,29,26,22,62,85,17,1015,30,9,220,11,mississippi,NO,0,0,0
7/1/2017,31,22,0,12.4,6,47,1:40:00 PM,1:03:00 AM,5:49:00 AM,8:09:00 PM,24,31,31,26,17,33,88,14.2,1018,31,8,221,8,mississippi,NO,0,0,0
7/2/2017,30,22,0,12.3,6,55,2:34:00 PM,1:36:00 AM,5:50:00 AM,8:09:00 PM,22,29,29,26,17,44,80,4.5,1019,30,7,265,8,mississippi,NO,0,0,0
7/3/2017,33,22,0,13.4,6,62,3:29:00 PM,2:09:00 AM,5:50:00 AM,8:09:00 PM,22,30,30,27,16,23,75,0.2,1017,33,9,246,9,mississippi,NO,0,0,0
7/4/2017,33,22,0,12.3,6,69,4:22:00 PM,2:44:00 AM,5:51:00 AM,8:09:00 PM,23,31,31,27,18,47,78,3.9,1017,33,8,215,8,mississippi,NO,0,0,0
7/5/2017,32,23,0,14.5,6,76,5:16:00 PM,3:21:00 AM,5:51:00 AM,8:08:00 PM,23,31,31,27,19,25,84,2.1,1018,32,9,200,9,mississippi,NO,0,0,0
7/6/2017,32,23,0,10.2,6,84,6:08:00 PM,4:00:00 AM,5:52:00 AM,8:08:00 PM,24,31,31,27,19,58,84,18.4,1018,32,8,228,9,mississippi,NO,0,0,0
7/7/2017,32,22,0,11.3,6,91,6:58:00 PM,4:43:00 AM,5:52:00 AM,8:08:00 PM,23,30,30,27,16,45,81,2.7,1017,32,7,261,8,mississippi,NO,0,0,0
7/8/2017,32,22,0,12.3,6,98,7:47:00 PM,5:30:00 AM,5:53:00 AM,8:08:00 PM,23,30,30,26,15,46,83,4.3,1016,32,6,285,8,mississippi,NO,0,0,0
7/9/2017,33,21,0,14.5,7,100,8:32:00 PM,6:19:00 AM,5:53:00 AM,8:08:00 PM,18,28,28,26,16,2,64,0,1017,33,9,72,8,mississippi,NO,0,0,0
7/10/2017,34,19,0,14.5,7,87,9:14:00 PM,7:13:00 AM,5:54:00 AM,8:07:00 PM,17,28,28,27,11,1,59,0,1017,34,10,110,5,mississippi,NO,0,0,0
7/11/2017,34,21,0,13.4,6,80,9:54:00 PM,8:07:00 AM,5:54:00 AM,8:07:00 PM,20,30,30,27,13,12,70,0.6,1017,34,9,168,6,mississippi,NO,0,0,0
7/12/2017,32,22,0,14.5,6,73,10:31:00 PM,9:04:00 AM,5:55:00 AM,8:07:00 PM,23,30,30,27,14,28,81,6.4,1019,32,8,204,7,mississippi,NO,0,0,0
7/13/2017,33,23,0,11.2,6,65,11:08:00 PM,10:02:00 AM,5:55:00 AM,8:06:00 PM,23,31,31,28,12,37,74,5.9,1020,33,9,233,5,mississippi,NO,0,0,0
7/14/2017,35,23,0,12.3,6,58,11:43:00 PM,11:01:00 AM,5:56:00 AM,8:06:00 PM,23,32,32,28,10,33,74,3.9,1019,35,9,200,5,mississippi,NO,0,0,0
7/15/2017,33,23,0,13.4,6,51,No moonrise,12:01:00 PM,5:57:00 AM,8:05:00 PM,23,31,31,28,9,35,75,1.2,1017,33,8,153,4,mississippi,NO,0,0,0
7/16/2017,33,22,0,13.4,6,44,12:18:00 AM,1:03:00 PM,5:57:00 AM,8:05:00 PM,22,30,30,27,9,32,76,0.3,1014,33,9,56,5,mississippi,NO,0,0,0
7/17/2017,35,23,0,14.5,6,36,12:56:00 AM,2:06:00 PM,5:58:00 AM,8:05:00 PM,23,32,32,28,10,22,77,1.3,1014,35,9,128,5,mississippi,NO,0,0,0
7/18/2017,36,22,0,14.5,7,29,1:37:00 AM,3:12:00 PM,5:58:00 AM,8:04:00 PM,23,33,33,29,11,13,74,0,1017,36,8,196,4,mississippi,NO,0,0,0
7/19/2017,35,23,0,14.5,6,22,2:21:00 AM,4:19:00 PM,5:59:00 AM,8:04:00 PM,22,33,33,29,8,20,69,0.2,1019,35,10,275,4,mississippi,NO,0,0,0
7/20/2017,35,24,0,14,6,15,3:12:00 AM,5:25:00 PM,6:00:00 AM,8:03:00 PM,23,34,34,30,9,17,69,0,1018,35,10,292,5,mississippi,NO,0,0,0
7/21/2017,37,25,0,12.2,6,7,4:08:00 AM,6:29:00 PM,6:00:00 AM,8:02:00 PM,23,34,34,30,10,31,66,2.7,1016,37,10,301,5,mississippi,NO,0,0,0
7/22/2017,36,24,0,10.5,6,0,5:10:00 AM,7:28:00 PM,6:01:00 AM,8:02:00 PM,23,34,34,29,13,25,74,3.1,1014,36,9,238,6,mississippi,NO,0,0,0
7/23/2017,35,24,0,11.6,6,0,6:15:00 AM,8:21:00 PM,6:02:00 AM,8:01:00 PM,22,32,32,28,15,21,72,1.2,1013,35,10,236,7,mississippi,NO,0,0,0
7/24/2017,33,23,0,11.6,6,0,7:22:00 AM,9:08:00 PM,6:02:00 AM,8:01:00 PM,23,31,31,27,11,41,83,8.7,1014,33,8,249,7,mississippi,NO,0,0,0
7/25/2017,34,23,0,8.1,6,7,8:27:00 AM,9:50:00 PM,6:03:00 AM,8:00:00 PM,24,32,32,28,12,43,82,10.8,1018,34,7,241,6,mississippi,NO,0,0,0
7/26/2017,35,23,0,11.6,6,14,9:30:00 AM,10:27:00 PM,6:04:00 AM,7:59:00 PM,23,33,33,29,11,23,74,0.5,1018,35,9,284,5,mississippi,NO,0,0,0
7/27/2017,35,24,0,11.6,6,22,10:31:00 AM,11:02:00 PM,6:04:00 AM,7:59:00 PM,22,33,33,29,14,20,69,0.2,1015,35,10,269,7,mississippi,NO,0,0,0
7/28/2017,30,24,0,9.2,6,29,11:29:00 AM,11:36:00 PM,6:05:00 AM,7:58:00 PM,23,30,30,26,18,60,88,6.8,1011,30,8,261,10,mississippi,NO,0,0,0
7/29/2017,31,23,0,11.6,6,36,12:25:00 PM,No moonset,6:06:00 AM,7:57:00 PM,21,29,29,26,20,29,78,0.3,1011,31,10,208,11,mississippi,NO,0,0,0
7/30/2017,31,20,0,11.6,7,43,1:21:00 PM,12:09:00 AM,6:06:00 AM,7:56:00 PM,18,27,27,25,19,15,71,0,1015,31,10,38,9,mississippi,NO,0,0,0
7/31/2017,32,21,0,11.6,7,47,2:15:00 PM,12:43:00 AM,6:07:00 AM,7:56:00 PM,18,28,28,27,13,15,65,0,1018,32,10,80,7,mississippi,NO,0,0,0
8/1/2017,33,21,0,11.6,7,58,3:09:00 PM,1:20:00 AM,6:08:00 AM,7:55:00 PM,17,29,29,27,9,25,60,0,1017,33,10,139,5,mississippi,NO,0,0,0
8/2/2017,30,23,0,11.6,7,65,4:01:00 PM,1:58:00 AM,6:08:00 AM,7:54:00 PM,16,27,27,26,9,31,60,0,1018,30,10,185,4,mississippi,NO,0,0,0
8/3/2017,34,21,0,11.6,7,73,4:52:00 PM,2:39:00 AM,6:09:00 AM,7:53:00 PM,18,29,29,27,10,13,65,0,1017,34,10,222,5,mississippi,NO,0,0,0
8/4/2017,33,22,0,11.6,6,80,5:42:00 PM,3:25:00 AM,6:10:00 AM,7:52:00 PM,20,29,29,27,15,28,70,0.3,1016,33,10,272,7,mississippi,NO,0,0,0
8/5/2017,33,22,0,11.6,6,87,6:28:00 PM,4:14:00 AM,6:11:00 AM,7:51:00 PM,20,29,29,27,14,18,71,0.1,1017,33,9,179,7,mississippi,NO,0,0,0
8/6/2017,32,22,0,9.1,6,94,7:12:00 PM,5:06:00 AM,6:11:00 AM,7:50:00 PM,22,29,29,26,21,39,84,14.7,1014,32,9,179,11,mississippi,NO,0,0,0
8/7/2017,30,22,0,6.7,6,100,7:54:00 PM,6:01:00 AM,6:12:00 AM,7:49:00 PM,23,28,28,25,16,73,90,50,1015,30,7,251,9,mississippi,NO,0,0,0
8/8/2017,26,21,0,9.1,5,100,8:32:00 PM,6:58:00 AM,6:13:00 AM,7:48:00 PM,22,26,26,23,8,68,93,13.5,1016,26,8,175,4,mississippi,NO,0,0,0
8/9/2017,29,21,0,6.7,5,84,9:09:00 PM,7:56:00 AM,6:13:00 AM,7:47:00 PM,22,28,28,25,10,68,86,10.8,1017,29,6,163,5,mississippi,NO,0,0,0
8/10/2017,30,22,0,6.7,6,77,9:45:00 PM,8:55:00 AM,6:14:00 AM,7:46:00 PM,23,29,29,25,13,59,85,9.5,1018,30,7,215,6,mississippi,NO,0,0,0
8/11/2017,30,22,0,9.1,6,69,10:20:00 PM,9:56:00 AM,6:15:00 AM,7:45:00 PM,23,29,29,26,12,57,87,4.1,1016,30,5,221,6,mississippi,NO,0,0,0
8/12/2017,31,22,0,11.6,6,62,10:57:00 PM,10:57:00 AM,6:15:00 AM,7:44:00 PM,22,29,29,26,13,24,81,0.1,1014,31,9,233,7,mississippi,NO,0,0,0
8/13/2017,32,22,0,11.6,7,55,11:36:00 PM,11:59:00 AM,6:16:00 AM,7:43:00 PM,22,30,30,27,11,22,79,0,1014,32,9,114,7,mississippi,NO,0,0,0
8/14/2017,29,23,0,7.9,6,47,No moonrise,1:03:00 PM,6:17:00 AM,7:42:00 PM,24,29,29,25,17,55,88,21.2,1012,29,7,216,8,mississippi,NO,0,0,0
8/15/2017,31,23,0,7.9,6,40,12:18:00 AM,2:07:00 PM,6:18:00 AM,7:41:00 PM,24,30,30,26,13,49,86,14.4,1014,31,7,229,6,mississippi,NO,0,0,0
8/16/2017,32,23,0,10.4,6,33,1:05:00 AM,3:12:00 PM,6:18:00 AM,7:40:00 PM,23,31,31,27,16,34,81,6.6,1016,32,7,210,8,mississippi,NO,0,0,0
8/17/2017,34,23,0,11.6,6,26,1:57:00 AM,4:15:00 PM,6:19:00 AM,7:39:00 PM,23,31,31,27,20,41,80,6,1016,34,7,233,11,mississippi,NO,0,0,0
8/18/2017,32,23,0,10.3,6,18,2:54:00 AM,5:14:00 PM,6:20:00 AM,7:38:00 PM,22,30,30,27,13,47,78,3.6,1015,32,7,242,7,mississippi,NO,0,0,0
8/19/2017,34,23,0,10.3,6,11,3:57:00 AM,6:09:00 PM,6:20:00 AM,7:37:00 PM,22,32,32,28,10,20,72,0.4,1015,34,10,290,4,mississippi,NO,0,0,0
8/20/2017,35,24,0,11.6,6,4,5:02:00 AM,6:58:00 PM,6:21:00 AM,7:35:00 PM,23,33,33,29,8,20,72,0.1,1017,35,10,136,3,mississippi,NO,0,0,0
8/21/2017,36,24,0,10.3,6,0,6:07:00 AM,7:42:00 PM,6:22:00 AM,7:34:00 PM,22,33,33,29,8,25,69,0.2,1019,36,10,135,4,mississippi,NO,0,0,0
8/22/2017,33,24,0,11.6,6,0,7:12:00 AM,8:21:00 PM,6:22:00 AM,7:33:00 PM,23,31,31,28,12,14,75,0.4,1017,33,9,241,6,mississippi,NO,0,0,0
8/23/2017,32,23,0,11.6,7,3,8:14:00 AM,8:58:00 PM,6:23:00 AM,7:32:00 PM,21,29,29,26,18,23,76,0,1014,32,10,74,10,mississippi,NO,0,0,0
8/24/2017,30,20,0,11.6,6,10,9:15:00 AM,9:33:00 PM,6:24:00 AM,7:31:00 PM,16,26,26,25,18,4,65,0,1014,30,10,28,10,mississippi,NO,0,0,0
8/25/2017,32,19,0,11.6,6,18,10:13:00 AM,10:07:00 PM,6:24:00 AM,7:29:00 PM,16,26,26,25,17,5,64,0,1016,32,10,46,9,mississippi,NO,0,0,0
8/26/2017,31,22,0,11.6,7,25,11:10:00 AM,10:41:00 PM,6:25:00 AM,7:28:00 PM,21,29,29,26,14,43,74,0,1018,31,10,74,7,mississippi,NO,0,0,0
8/27/2017,31,22,0,9.1,6,32,12:05:00 PM,11:17:00 PM,6:26:00 AM,7:27:00 PM,22,28,28,26,12,56,82,0.2,1016,31,9,129,6,mississippi,NO,0,0,0
8/28/2017,27,21,0,11.6,5,40,1:00:00 PM,11:55:00 PM,6:26:00 AM,7:26:00 PM,18,26,26,24,14,47,76,0.4,1015,27,10,102,8,mississippi,NO,0,0,0
8/29/2017,30,18,0,10.3,5,47,1:53:00 PM,No moonset,6:27:00 AM,7:24:00 PM,18,25,25,23,14,32,76,0,1014,30,9,98,7,mississippi,NO,0,0,0
8/30/2017,25,21,0,6.5,5,54,2:44:00 PM,12:35:00 AM,6:28:00 AM,7:23:00 PM,22,25,25,23,23,90,93,21.6,1013,25,9,95,13,mississippi,YES,1,0,160
8/31/2017,27,21,0,6.5,5,58,3:35:00 PM,1:19:00 AM,6:29:00 AM,7:22:00 PM,22,26,26,23,43,92,93,43.4,1009,27,6,154,20,mississippi,YES,1,0,150
9/1/2017,29,19,0,11.6,5,71,4:22:00 PM,2:06:00 AM,6:29:00 AM,7:20:00 PM,18,24,24,23,30,46,79,0.3,1012,29,9,279,16,mississippi,NO,0,0,0
9/2/2017,28,18,0,11.6,6,79,5:07:00 PM,2:57:00 AM,6:30:00 AM,7:19:00 PM,18,24,24,23,8,21,76,0,1017,28,7,159,4,mississippi,NO,0,0,0
9/3/2017,31,18,0,11.6,6,86,5:50:00 PM,3:51:00 AM,6:31:00 AM,7:18:00 PM,18,25,25,24,6,6,70,0,1019,31,10,165,3,mississippi,NO,0,0,0
9/4/2017,32,19,0,11.6,6,94,6:29:00 PM,4:47:00 AM,6:31:00 AM,7:16:00 PM,18,26,26,25,10,5,69,0,1017,32,10,175,5,mississippi,NO,0,0,0
9/5/2017,29,19,0,7.7,5,100,7:08:00 PM,5:46:00 AM,6:32:00 AM,7:15:00 PM,20,25,25,24,21,42,84,8,1014,29,8,243,11,mississippi,NO,0,0,0
9/6/2017,25,15,0,11.6,5,100,7:45:00 PM,6:45:00 AM,6:33:00 AM,7:14:00 PM,12,19,20,19,20,15,68,0.2,1017,25,10,250,11,mississippi,NO,0,0,0
9/7/2017,25,13,0,11.6,5,83,8:21:00 PM,7:47:00 AM,6:33:00 AM,7:12:00 PM,11,18,19,18,16,0,62,0,1020,25,10,104,8,mississippi,NO,0,0,0
9/8/2017,26,13,0,11.6,5,76,8:58:00 PM,8:49:00 AM,6:34:00 AM,7:11:00 PM,11,19,20,19,20,0,64,0,1021,26,10,40,11,mississippi,NO,0,0,0
9/9/2017,28,15,0,11.6,6,68,9:37:00 PM,9:52:00 AM,6:35:00 AM,7:09:00 PM,13,21,21,21,23,5,64,0,1021,28,10,50,12,mississippi,NO,0,0,0
9/10/2017,27,16,0,11.6,6,61,10:17:00 PM,10:56:00 AM,6:35:00 AM,7:08:00 PM,12,21,21,21,25,3,63,0,1020,27,10,48,13,mississippi,NO,0,0,0
9/11/2017,22,15,0,9,4,53,11:03:00 PM,12:01:00 PM,6:36:00 AM,7:07:00 PM,11,17,18,17,29,44,70,12.3,1014,22,8,162,17,mississippi,NO,0,0,0
9/12/2017,16,14,0,6.3,3,46,11:53:00 PM,1:05:00 PM,6:37:00 AM,7:05:00 PM,14,14,15,14,23,100,96,29.2,1006,16,7,273,12,mississippi,NO,0,0,0
9/13/2017,20,13,0,7.7,4,38,No moonrise,2:08:00 PM,6:37:00 AM,7:04:00 PM,15,16,17,16,17,80,92,0.7,1010,20,6,175,8,mississippi,NO,0,0,0
9/14/2017,29,17,0,10.3,5,31,12:47:00 AM,3:07:00 PM,6:38:00 AM,7:03:00 PM,18,24,24,23,7,41,77,0,1013,29,7,176,3,mississippi,NO,0,0,0
9/15/2017,31,21,0,11.6,6,23,1:47:00 AM,4:02:00 PM,6:39:00 AM,7:01:00 PM,18,26,26,25,12,24,69,0,1016,31,10,137,6,mississippi,NO,0,0,0
9/16/2017,30,20,0,10.3,5,16,2:49:00 AM,4:51:00 PM,6:39:00 AM,7:00:00 PM,21,26,26,24,13,31,80,1,1017,30,9,118,7,mississippi,NO,0,0,0
9/17/2017,32,21,0,11.6,6,8,3:53:00 AM,5:36:00 PM,6:40:00 AM,6:58:00 PM,21,28,28,25,9,17,79,0.3,1017,32,8,118,5,mississippi,NO,0,0,0
9/18/2017,33,21,0,11.6,6,0,4:56:00 AM,6:16:00 PM,6:41:00 AM,6:57:00 PM,20,29,29,27,8,21,70,0.5,1016,33,10,153,4,mississippi,NO,0,0,0
9/19/2017,31,22,0,10.2,6,0,5:59:00 AM,6:54:00 PM,6:41:00 AM,6:56:00 PM,21,28,28,26,10,22,77,0.4,1014,31,9,214,5,mississippi,NO,0,0,0
